config,image,rate,position,p_embed
p1,00426.png,0.5,0.269945,0.0
p1,00426.png,0.5,0.279963,0.0
p1,00426.png,0.5,0.289936,0.0
p1,00426.png,0.5,0.299954,0.0
p1,00426.png,0.5,0.309972,0.0
p1,00426.png,0.5,0.319945,0.0
p1,00426.png,0.5,0.329963,0.0
p1,00426.png,0.5,0.339982,0.0
p1,00426.png,0.5,0.349954,0.0
p1,00426.png,0.5,0.359972,0.0
p1,00426.png,0.5,0.369945,0.0
p1,00426.png,0.5,0.379963,0.0
p1,00426.png,0.5,0.389982,0.0
p1,00426.png,0.5,0.399954,0.0
p1,00426.png,0.5,0.409972,0.0
p1,00426.png,0.5,0.419945,0.0
p1,00426.png,0.5,0.429963,0.0
p1,00426.png,0.5,0.439982,0.0
p1,00426.png,0.5,0.449954,0.0
p1,00426.png,0.5,0.459972,0.0
p1,00426.png,0.5,0.469945,0.0
p1,00426.png,0.5,0.479963,0.0
p1,00426.png,0.5,0.489982,0.0
p1,00426.png,0.5,0.499954,0.0
p1,00426.png,0.5,0.509972,0.0
p1,00426.png,0.5,0.519945,0.0
p1,00426.png,0.5,0.529963,0.0
p1,00426.png,0.5,0.539982,0.0
p1,00426.png,0.5,0.549954,0.0
p1,00426.png,0.5,0.559972,0.0
p1,00426.png,0.5,0.569945,0.0
p1,00426.png,0.5,0.579963,0.0
p1,00426.png,0.5,0.589982,0.0
p1,00426.png,0.5,0.599954,0.0
p1,00426.png,0.5,0.609972,0.0
p1,00426.png,0.5,0.619945,0.0
p1,00426.png,0.5,0.629963,0.0
p1,00426.png,0.5,0.639982,0.0
p1,00426.png,0.5,0.649954,0.0
p1,00426.png,0.5,0.659972,0.0
p1,00426.png,0.5,0.669991,0.0
p1,00426.png,0.5,0.679963,0.0
p1,00426.png,0.5,0.689982,0.0
p1,00426.png,0.5,0.699954,0.0
p1,00426.png,0.5,0.709972,0.0
p1,00426.png,0.5,0.719991,0.0
p1,00426.png,0.5,0.729963,0.0
p1,00426.png,0.5,0.739982,0.0
p1,00426.png,0.5,0.749954,0.0
p1,00426.png,0.5,0.759972,0.0
p1,00426.png,0.5,0.769991,0.0
p1,00426.png,0.5,0.779963,0.0
p1,00426.png,0.5,0.789982,0.0
p1,00426.png,0.5,0.799954,0.0
p1,00426.png,0.5,0.809972,0.0
p1,00426.png,0.5,0.819991,0.0
p1,00426.png,0.5,0.829963,0.0
p1,00426.png,0.5,0.839982,0.0
p1,00426.png,0.5,0.849954,0.0
p1,00426.png,0.5,0.859972,0.0
p1,00426.png,0.5,0.869991,0.0
p1,00426.png,0.5,0.879963,0.0
p1,00426.png,0.5,0.889982,0.0
p1,00426.png,0.5,0.899954,0.0
p1,00426.png,0.5,0.909972,0.0
p1,00426.png,0.5,0.919991,0.0
p1,00426.png,0.5,0.929963,0.0
p1,00426.png,0.5,0.939982,0.0
p1,00426.png,0.5,0.949954,0.0
p1,00426.png,0.5,0.959972,0.0
p1,00426.png,0.5,0.969991,0.0
p1,00426.png,0.5,0.979963,0.0
p1,00426.png,0.5,0.989982,0.0
p1,00426.png,0.5,1.0,0.0
all,00054.png,0.25,0.009972,0.999564
all,00054.png,0.25,0.019945,0.999752
all,00054.png,0.25,0.029963,0.999813
all,00054.png,0.25,0.039936,0.999846
all,00054.png,0.25,0.049954,0.999944
all,00054.png,0.25,0.059972,0.999802
all,00054.png,0.25,0.069945,0.998934
all,00054.png,0.25,0.079963,0.997056
all,00054.png,0.25,0.089936,0.998587
all,00054.png,0.25,0.099954,0.988258
all,00054.png,0.25,0.109972,0.989086
all,00054.png,0.25,0.119945,0.987648
all,00054.png,0.25,0.129963,0.979458
all,00054.png,0.25,0.139936,0.979856
all,00054.png,0.25,0.149954,0.984093
all,00054.png,0.25,0.159972,0.996623
all,00054.png,0.25,0.169945,0.994444
all,00054.png,0.25,0.179963,0.995517
all,00054.png,0.25,0.189936,0.997834
all,00054.png,0.25,0.199954,0.99778
all,00054.png,0.25,0.209972,0.998076
all,00054.png,0.25,0.219945,0.999238
all,00054.png,0.25,0.229963,0.998538
all,00054.png,0.25,0.239936,0.997865
all,00054.png,0.25,0.249954,0.998305
all,00054.png,0.25,0.259972,0.996119
all,00054.png,0.25,0.269945,0.987693
all,00054.png,0.25,0.279963,0.989509
all,00054.png,0.25,0.289936,0.991849
all,00054.png,0.25,0.299954,0.989493
all,00054.png,0.25,0.309972,0.989048
all,00054.png,0.25,0.319945,0.987749
all,00054.png,0.25,0.329963,0.975419
all,00054.png,0.25,0.339982,0.946471
all,00054.png,0.25,0.349954,0.928007
all,00054.png,0.25,0.359972,0.944592
all,00054.png,0.25,0.369945,0.961005
all,00054.png,0.25,0.379963,0.949623
all,00054.png,0.25,0.389982,0.960825
all,00054.png,0.25,0.399954,0.978454
all,00054.png,0.25,0.409972,0.993899
all,00054.png,0.25,0.419945,0.993692
all,00054.png,0.25,0.429963,0.992038
all,00054.png,0.25,0.439982,0.987709
all,00054.png,0.25,0.449954,0.971967
all,00054.png,0.25,0.459972,0.981991
all,00054.png,0.25,0.469945,0.970336
all,00054.png,0.25,0.479963,0.962205
all,00054.png,0.25,0.489982,0.952068
all,00054.png,0.25,0.499954,0.946326
all,00054.png,0.25,0.509972,0.951207
all,00054.png,0.25,0.519945,0.942061
all,00054.png,0.25,0.529963,0.945224
all,00054.png,0.25,0.539982,0.949373
all,00054.png,0.25,0.549954,0.927
all,00054.png,0.25,0.559972,0.903388
all,00054.png,0.25,0.569945,0.916965
all,00054.png,0.25,0.579963,0.877702
all,00054.png,0.25,0.589982,0.722057
all,00054.png,0.25,0.599954,0.625997
all,00054.png,0.25,0.609972,0.536912
all,00054.png,0.25,0.619945,0.451273
all,00054.png,0.25,0.629963,0.413943
all,00054.png,0.25,0.639982,0.372375
all,00054.png,0.25,0.649954,0.485434
all,00054.png,0.25,0.659972,0.612124
all,00054.png,0.25,0.669991,0.532542
all,00054.png,0.25,0.679963,0.424721
all,00054.png,0.25,0.689982,0.411652
all,00054.png,0.25,0.699954,0.485548
all,00054.png,0.25,0.709972,0.438582
all,00054.png,0.25,0.719991,0.448327
all,00054.png,0.25,0.729963,0.440871
all,00054.png,0.25,0.739982,0.484534
all,00054.png,0.25,0.749954,0.440441
all,00054.png,0.25,0.759972,0.440177
all,00054.png,0.25,0.769991,0.334454
all,00054.png,0.25,0.779963,0.278282
all,00054.png,0.25,0.789982,0.220659
all,00054.png,0.25,0.799954,0.186003
all,00054.png,0.25,0.809972,0.192787
all,00054.png,0.25,0.819991,0.160434
all,00054.png,0.25,0.829963,0.138265
all,00054.png,0.25,0.839982,0.127826
all,00054.png,0.25,0.849954,0.11953
all,00054.png,0.25,0.859972,0.102688
all,00054.png,0.25,0.869991,0.126257
all,00054.png,0.25,0.879963,0.120856
all,00054.png,0.25,0.889982,0.097962
all,00054.png,0.25,0.899954,0.129989
all,00054.png,0.25,0.909972,0.14343
all,00054.png,0.25,0.919991,0.141798
all,00054.png,0.25,0.929963,0.163413
all,00054.png,0.25,0.939982,0.1717
all,00054.png,0.25,0.949954,0.164992
all,00054.png,0.25,0.959972,0.131815
all,00054.png,0.25,0.969991,0.174226
all,00054.png,0.25,0.979963,0.204935
all,00054.png,0.25,0.989982,0.153526
all,00054.png,0.25,1.0,0.152569
all,00075.png,0.25,0.009972,0.998212
all,00075.png,0.25,0.019945,0.986452
all,00075.png,0.25,0.029963,0.988054
all,00075.png,0.25,0.039936,0.993902
all,00075.png,0.25,0.049954,0.999406
all,00075.png,0.25,0.059972,0.999929
all,00075.png,0.25,0.069945,0.999952
all,00075.png,0.25,0.079963,0.999984
all,00075.png,0.25,0.089936,0.999979
all,00075.png,0.25,0.099954,0.999981
all,00075.png,0.25,0.109972,0.999828
all,00075.png,0.25,0.119945,0.999777
all,00075.png,0.25,0.129963,0.999745
all,00075.png,0.25,0.139936,0.999783
all,00075.png,0.25,0.149954,0.99996
all,00075.png,0.25,0.159972,0.999979
all,00075.png,0.25,0.169945,0.999979
all,00075.png,0.25,0.179963,0.999982
all,00075.png,0.25,0.189936,0.999999
all,00075.png,0.25,0.199954,0.999982
all,00075.png,0.25,0.209972,0.999958
all,00075.png,0.25,0.219945,0.999931
all,00075.png,0.25,0.229963,0.999943
all,00075.png,0.25,0.239936,0.999917
all,00075.png,0.25,0.249954,0.999916
all,00075.png,0.25,0.259972,0.999826
all,00075.png,0.25,0.269945,0.999749
all,00075.png,0.25,0.279963,0.999967
all,00075.png,0.25,0.289936,0.999894
all,00075.png,0.25,0.299954,0.999928
all,00075.png,0.25,0.309972,0.999871
all,00075.png,0.25,0.319945,0.999994
all,00075.png,0.25,0.329963,0.999998
all,00075.png,0.25,0.339982,1.0
all,00075.png,0.25,0.349954,1.0
all,00075.png,0.25,0.359972,1.0
all,00075.png,0.25,0.369945,1.0
all,00075.png,0.25,0.379963,1.0
all,00075.png,0.25,0.389982,1.0
all,00075.png,0.25,0.399954,1.0
all,00075.png,0.25,0.409972,1.0
all,00075.png,0.25,0.419945,1.0
all,00075.png,0.25,0.429963,1.0
all,00075.png,0.25,0.439982,1.0
all,00075.png,0.25,0.449954,1.0
all,00075.png,0.25,0.459972,1.0
all,00075.png,0.25,0.469945,1.0
all,00075.png,0.25,0.479963,1.0
all,00075.png,0.25,0.489982,0.999999
all,00075.png,0.25,0.499954,0.999998
all,00075.png,0.25,0.509972,1.0
all,00075.png,0.25,0.519945,0.999999
all,00075.png,0.25,0.529963,0.999999
all,00075.png,0.25,0.539982,1.0
all,00075.png,0.25,0.549954,1.0
all,00075.png,0.25,0.559972,1.0
all,00075.png,0.25,0.569945,1.0
all,00075.png,0.25,0.579963,1.0
all,00075.png,0.25,0.589982,1.0
all,00075.png,0.25,0.599954,1.0
all,00075.png,0.25,0.609972,0.999999
all,00075.png,0.25,0.619945,0.999999
all,00075.png,0.25,0.629963,0.999999
all,00075.png,0.25,0.639982,0.999998
all,00075.png,0.25,0.649954,0.999994
all,00075.png,0.25,0.659972,0.999997
all,00075.png,0.25,0.669991,0.999971
all,00075.png,0.25,0.679963,0.99997
all,00075.png,0.25,0.689982,0.999925
all,00075.png,0.25,0.699954,0.999634
all,00075.png,0.25,0.709972,0.999302
all,00075.png,0.25,0.719991,0.999009
all,00075.png,0.25,0.729963,0.997821
all,00075.png,0.25,0.739982,0.996338
all,00075.png,0.25,0.749954,0.99605
all,00075.png,0.25,0.759972,0.986974
all,00075.png,0.25,0.769991,0.981434
all,00075.png,0.25,0.779963,0.97036
all,00075.png,0.25,0.789982,0.967568
all,00075.png,0.25,0.799954,0.955482
all,00075.png,0.25,0.809972,0.910614
all,00075.png,0.25,0.819991,0.908407
all,00075.png,0.25,0.829963,0.816222
all,00075.png,0.25,0.839982,0.777925
all,00075.png,0.25,0.849954,0.760559
all,00075.png,0.25,0.859972,0.687101
all,00075.png,0.25,0.869991,0.572514
all,00075.png,0.25,0.879963,0.525118
all,00075.png,0.25,0.889982,0.429605
all,00075.png,0.25,0.899954,0.342201
all,00075.png,0.25,0.909972,0.212498
all,00075.png,0.25,0.919991,0.164024
all,00075.png,0.25,0.929963,0.119206
all,00075.png,0.25,0.939982,0.094941
all,00075.png,0.25,0.949954,0.07716
all,00075.png,0.25,0.959972,0.062348
all,00075.png,0.25,0.969991,0.042117
all,00075.png,0.25,0.979963,0.025616
all,00075.png,0.25,0.989982,0.013457
all,00075.png,0.25,1.0,0.01039
all,00222.png,0.25,0.009972,1.0
all,00222.png,0.25,0.019945,0.999998
all,00222.png,0.25,0.029963,0.996569
all,00222.png,0.25,0.039936,0.920896
all,00222.png,0.25,0.049954,0.579405
all,00222.png,0.25,0.059972,0.365239
all,00222.png,0.25,0.069945,0.231185
all,00222.png,0.25,0.079963,0.115996
all,00222.png,0.25,0.089936,0.087591
all,00222.png,0.25,0.099954,0.019647
all,00222.png,0.25,0.109972,0.015435
all,00222.png,0.25,0.119945,0.002827
all,00222.png,0.25,0.129963,0.000251
all,00222.png,0.25,0.139936,2.1e-05
all,00222.png,0.25,0.149954,0.0
all,00222.png,0.25,0.159972,0.0
all,00222.png,0.25,0.169945,0.0
all,00222.png,0.25,0.179963,0.0
all,00222.png,0.25,0.189936,0.0
all,00222.png,0.25,0.199954,0.0
all,00222.png,0.25,0.209972,0.0
all,00222.png,0.25,0.219945,0.0
all,00222.png,0.25,0.229963,0.0
all,00222.png,0.25,0.239936,0.0
all,00222.png,0.25,0.249954,0.0
all,00222.png,0.25,0.259972,0.0
all,00222.png,0.25,0.269945,0.0
all,00222.png,0.25,0.279963,0.0
all,00222.png,0.25,0.289936,0.0
all,00222.png,0.25,0.299954,0.0
all,00222.png,0.25,0.309972,0.0
all,00222.png,0.25,0.319945,0.0
all,00222.png,0.25,0.329963,0.0
all,00222.png,0.25,0.339982,0.0
all,00222.png,0.25,0.349954,0.0
all,00222.png,0.25,0.359972,0.0
all,00222.png,0.25,0.369945,0.0
all,00222.png,0.25,0.379963,0.0
all,00222.png,0.25,0.389982,0.0
all,00222.png,0.25,0.399954,0.0
all,00222.png,0.25,0.409972,0.0
all,00222.png,0.25,0.419945,0.0
all,00222.png,0.25,0.429963,0.0
all,00222.png,0.25,0.439982,0.0
all,00222.png,0.25,0.449954,0.0
all,00222.png,0.25,0.459972,0.0
all,00222.png,0.25,0.469945,0.0
all,00222.png,0.25,0.479963,0.0
all,00222.png,0.25,0.489982,0.0
all,00222.png,0.25,0.499954,0.0
all,00222.png,0.25,0.509972,0.0
all,00222.png,0.25,0.519945,0.0
all,00222.png,0.25,0.529963,0.0
all,00222.png,0.25,0.539982,0.0
all,00222.png,0.25,0.549954,0.0
all,00222.png,0.25,0.559972,0.0
all,00222.png,0.25,0.569945,0.0
all,00222.png,0.25,0.579963,0.0
all,00222.png,0.25,0.589982,0.0
all,00222.png,0.25,0.599954,0.0
all,00222.png,0.25,0.609972,0.0
all,00222.png,0.25,0.619945,0.0
all,00222.png,0.25,0.629963,0.0
all,00222.png,0.25,0.639982,0.0
all,00222.png,0.25,0.649954,0.0
all,00222.png,0.25,0.659972,0.0
all,00222.png,0.25,0.669991,0.0
all,00222.png,0.25,0.679963,0.0
all,00222.png,0.25,0.689982,0.0
all,00222.png,0.25,0.699954,0.0
all,00222.png,0.25,0.709972,0.0
all,00222.png,0.25,0.719991,0.0
all,00222.png,0.25,0.729963,0.0
all,00222.png,0.25,0.739982,0.0
all,00222.png,0.25,0.749954,0.0
all,00222.png,0.25,0.759972,0.0
all,00222.png,0.25,0.769991,0.0
all,00222.png,0.25,0.779963,0.0
all,00222.png,0.25,0.789982,0.0
all,00222.png,0.25,0.799954,0.0
all,00222.png,0.25,0.809972,0.0
all,00222.png,0.25,0.819991,0.0
all,00222.png,0.25,0.829963,0.0
all,00222.png,0.25,0.839982,0.0
all,00222.png,0.25,0.849954,0.0
all,00222.png,0.25,0.859972,0.0
all,00222.png,0.25,0.869991,0.0
all,00222.png,0.25,0.879963,0.0
all,00222.png,0.25,0.889982,0.0
all,00222.png,0.25,0.899954,0.0
all,00222.png,0.25,0.909972,0.0
all,00222.png,0.25,0.919991,0.0
all,00222.png,0.25,0.929963,0.0
all,00222.png,0.25,0.939982,0.0
all,00222.png,0.25,0.949954,0.0
all,00222.png,0.25,0.959972,0.0
all,00222.png,0.25,0.969991,0.0
all,00222.png,0.25,0.979963,0.0
all,00222.png,0.25,0.989982,0.0
all,00222.png,0.25,1.0,0.0
all,00283.png,0.25,0.009972,1.0
all,00283.png,0.25,0.019945,1.0
all,00283.png,0.25,0.029963,1.0
all,00283.png,0.25,0.039936,1.0
all,00283.png,0.25,0.049954,1.0
all,00283.png,0.25,0.059972,1.0
all,00283.png,0.25,0.069945,0.999994
all,00283.png,0.25,0.079963,1.0
all,00283.png,0.25,0.089936,1.0
all,00283.png,0.25,0.099954,1.0
all,00283.png,0.25,0.109972,1.0
all,00283.png,0.25,0.119945,1.0
all,00283.png,0.25,0.129963,1.0
all,00283.png,0.25,0.139936,1.0
all,00283.png,0.25,0.149954,1.0
all,00283.png,0.25,0.159972,1.0
all,00283.png,0.25,0.169945,1.0
all,00283.png,0.25,0.179963,1.0
all,00283.png,0.25,0.189936,1.0
all,00283.png,0.25,0.199954,1.0
all,00283.png,0.25,0.209972,1.0
all,00283.png,0.25,0.219945,1.0
all,00283.png,0.25,0.229963,1.0
all,00283.png,0.25,0.239936,1.0
all,00283.png,0.25,0.249954,1.0
all,00283.png,0.25,0.259972,1.0
all,00283.png,0.25,0.269945,1.0
all,00283.png,0.25,0.279963,1.0
all,00283.png,0.25,0.289936,1.0
all,00283.png,0.25,0.299954,1.0
all,00283.png,0.25,0.309972,1.0
all,00283.png,0.25,0.319945,1.0
all,00283.png,0.25,0.329963,1.0
all,00283.png,0.25,0.339982,1.0
all,00283.png,0.25,0.349954,1.0
all,00283.png,0.25,0.359972,1.0
all,00283.png,0.25,0.369945,0.999999
all,00283.png,0.25,0.379963,0.999999
all,00283.png,0.25,0.389982,0.999998
all,00283.png,0.25,0.399954,0.999998
all,00283.png,0.25,0.409972,0.999995
all,00283.png,0.25,0.419945,0.999999
all,00283.png,0.25,0.429963,0.999999
all,00283.png,0.25,0.439982,1.0
all,00283.png,0.25,0.449954,0.999999
all,00283.png,0.25,0.459972,0.999999
all,00283.png,0.25,0.469945,0.999999
all,00283.png,0.25,0.479963,0.999999
all,00283.png,0.25,0.489982,1.0
all,00283.png,0.25,0.499954,1.0
all,00283.png,0.25,0.509972,0.999999
all,00283.png,0.25,0.519945,1.0
all,00283.png,0.25,0.529963,1.0
all,00283.png,0.25,0.539982,1.0
all,00283.png,0.25,0.549954,1.0
all,00283.png,0.25,0.559972,1.0
all,00283.png,0.25,0.569945,1.0
all,00283.png,0.25,0.579963,1.0
all,00283.png,0.25,0.589982,1.0
all,00283.png,0.25,0.599954,1.0
all,00283.png,0.25,0.609972,0.999999
all,00283.png,0.25,0.619945,1.0
all,00283.png,0.25,0.629963,0.999999
all,00283.png,0.25,0.639982,0.999998
all,00283.png,0.25,0.649954,0.999997
all,00283.png,0.25,0.659972,0.999997
all,00283.png,0.25,0.669991,0.999989
all,00283.png,0.25,0.679963,0.999988
all,00283.png,0.25,0.689982,0.999992
all,00283.png,0.25,0.699954,0.999998
all,00283.png,0.25,0.709972,0.999998
all,00283.png,0.25,0.719991,0.999999
all,00283.png,0.25,0.729963,0.999999
all,00283.png,0.25,0.739982,0.999997
all,00283.png,0.25,0.749954,0.999994
all,00283.png,0.25,0.759972,0.999986
all,00283.png,0.25,0.769991,0.999981
all,00283.png,0.25,0.779963,0.99997
all,00283.png,0.25,0.789982,0.999966
all,00283.png,0.25,0.799954,0.999972
all,00283.png,0.25,0.809972,0.999943
all,00283.png,0.25,0.819991,0.999889
all,00283.png,0.25,0.829963,0.999833
all,00283.png,0.25,0.839982,0.999745
all,00283.png,0.25,0.849954,0.999669
all,00283.png,0.25,0.859972,0.99959
all,00283.png,0.25,0.869991,0.999378
all,00283.png,0.25,0.879963,0.999219
all,00283.png,0.25,0.889982,0.999486
all,00283.png,0.25,0.899954,0.999106
all,00283.png,0.25,0.909972,0.999168
all,00283.png,0.25,0.919991,0.999574
all,00283.png,0.25,0.929963,0.99939
all,00283.png,0.25,0.939982,0.999076
all,00283.png,0.25,0.949954,0.999106
all,00283.png,0.25,0.959972,0.999061
all,00283.png,0.25,0.969991,0.998276
all,00283.png,0.25,0.979963,0.997748
all,00283.png,0.25,0.989982,0.996423
all,00283.png,0.25,1.0,0.997923
all,00426.png,0.25,0.009972,0.999999
all,00426.png,0.25,0.019945,0.999966
all,00426.png,0.25,0.029963,0.999711
all,00426.png,0.25,0.039936,0.999744
all,00426.png,0.25,0.049954,0.999684
all,00426.png,0.25,0.059972,0.999863
all,00426.png,0.25,0.069945,0.999514
all,00426.png,0.25,0.079963,0.997544
all,00426.png,0.25,0.089936,0.997357
all,00426.png,0.25,0.099954,0.999702
all,00426.png,0.25,0.109972,0.992729
all,00426.png,0.25,0.119945,0.970672
all,00426.png,0.25,0.129963,0.944954
all,00426.png,0.25,0.139936,0.869683
all,00426.png,0.25,0.149954,0.944261
all,00426.png,0.25,0.159972,0.965452
all,00426.png,0.25,0.169945,0.977603
all,00426.png,0.25,0.179963,0.991075
all,00426.png,0.25,0.189936,0.928349
all,00426.png,0.25,0.199954,0.962985
all,00426.png,0.25,0.209972,0.873148
all,00426.png,0.25,0.219945,0.887934
all,00426.png,0.25,0.229963,0.808936
all,00426.png,0.25,0.239936,0.916573
all,00426.png,0.25,0.249954,0.896327
all,00426.png,0.25,0.259972,0.861088
all,00426.png,0.25,0.269945,0.909317
all,00426.png,0.25,0.279963,0.977949
all,00426.png,0.25,0.289936,0.989614
all,00426.png,0.25,0.299954,0.982666
all,00426.png,0.25,0.309972,0.975415
all,00426.png,0.25,0.319945,0.963955
all,00426.png,0.25,0.329963,0.91992
all,00426.png,0.25,0.339982,0.902642
all,00426.png,0.25,0.349954,0.936291
all,00426.png,0.25,0.359972,0.916677
all,00426.png,0.25,0.369945,0.932403
all,00426.png,0.25,0.379963,0.944637
all,00426.png,0.25,0.389982,0.895973
all,00426.png,0.25,0.399954,0.892769
all,00426.png,0.25,0.409972,0.865781
all,00426.png,0.25,0.419945,0.820918
all,00426.png,0.25,0.429963,0.715898
all,00426.png,0.25,0.439982,0.707692
all,00426.png,0.25,0.449954,0.654369
all,00426.png,0.25,0.459972,0.491405
all,00426.png,0.25,0.469945,0.323056
all,00426.png,0.25,0.479963,0.247967
all,00426.png,0.25,0.489982,0.248147
all,00426.png,0.25,0.499954,0.157289
all,00426.png,0.25,0.509972,0.119366
all,00426.png,0.25,0.519945,0.065901
all,00426.png,0.25,0.529963,0.041597
all,00426.png,0.25,0.539982,0.019644
all,00426.png,0.25,0.549954,0.006222
all,00426.png,0.25,0.559972,0.003198
all,00426.png,0.25,0.569945,0.0014
all,00426.png,0.25,0.579963,0.001179
all,00426.png,0.25,0.589982,0.000663
all,00426.png,0.25,0.599954,0.000298
all,00426.png,0.25,0.609972,0.000258
all,00426.png,0.25,0.619945,0.000291
all,00426.png,0.25,0.629963,0.000243
all,00426.png,0.25,0.639982,0.000356
all,00426.png,0.25,0.649954,0.000806
all,00426.png,0.25,0.659972,0.001009
all,00426.png,0.25,0.669991,0.002056
all,00426.png,0.25,0.679963,0.003757
all,00426.png,0.25,0.689982,0.007096
all,00426.png,0.25,0.699954,0.005967
all,00426.png,0.25,0.709972,0.00507
all,00426.png,0.25,0.719991,0.004746
all,00426.png,0.25,0.729963,0.005665
all,00426.png,0.25,0.739982,0.004861
all,00426.png,0.25,0.749954,0.004105
all,00426.png,0.25,0.759972,0.003182
all,00426.png,0.25,0.769991,0.001985
all,00426.png,0.25,0.779963,0.002276
all,00426.png,0.25,0.789982,0.003003
all,00426.png,0.25,0.799954,0.011898
all,00426.png,0.25,0.809972,0.014023
all,00426.png,0.25,0.819991,0.014564
all,00426.png,0.25,0.829963,0.012699
all,00426.png,0.25,0.839982,0.022892
all,00426.png,0.25,0.849954,0.016013
all,00426.png,0.25,0.859972,0.009675
all,00426.png,0.25,0.869991,0.008693
all,00426.png,0.25,0.879963,0.005702
all,00426.png,0.25,0.889982,0.007496
all,00426.png,0.25,0.899954,0.008687
all,00426.png,0.25,0.909972,0.009452
all,00426.png,0.25,0.919991,0.007881
all,00426.png,0.25,0.929963,0.007628
all,00426.png,0.25,0.939982,0.009214
all,00426.png,0.25,0.949954,0.010669
all,00426.png,0.25,0.959972,0.009114
all,00426.png,0.25,0.969991,0.004665
all,00426.png,0.25,0.979963,0.006588
all,00426.png,0.25,0.989982,0.005276
all,00426.png,0.25,1.0,0.004326
all,00054.png,0.5,0.009972,1.0
all,00054.png,0.5,0.019945,0.999999
all,00054.png,0.5,0.029963,0.999996
all,00054.png,0.5,0.039936,0.999959
all,00054.png,0.5,0.049954,0.999573
all,00054.png,0.5,0.059972,0.998294
all,00054.png,0.5,0.069945,0.997455
all,00054.png,0.5,0.079963,0.987386
all,00054.png,0.5,0.089936,0.987567
all,00054.png,0.5,0.099954,0.945486
all,00054.png,0.5,0.109972,0.988736
all,00054.png,0.5,0.119945,0.99562
all,00054.png,0.5,0.129963,0.993706
all,00054.png,0.5,0.139936,0.995271
all,00054.png,0.5,0.149954,0.994628
all,00054.png,0.5,0.159972,0.991341
all,00054.png,0.5,0.169945,0.993488
all,00054.png,0.5,0.179963,0.996038
all,00054.png,0.5,0.189936,0.990583
all,00054.png,0.5,0.199954,0.993764
all,00054.png,0.5,0.209972,0.994807
all,00054.png,0.5,0.219945,0.989805
all,00054.png,0.5,0.229963,0.981921
all,00054.png,0.5,0.239936,0.989725
all,00054.png,0.5,0.249954,0.98213
all,00054.png,0.5,0.259972,0.97212
all,00054.png,0.5,0.269945,0.963098
all,00054.png,0.5,0.279963,0.968942
all,00054.png,0.5,0.289936,0.956942
all,00054.png,0.5,0.299954,0.958944
all,00054.png,0.5,0.309972,0.956894
all,00054.png,0.5,0.319945,0.919411
all,00054.png,0.5,0.329963,0.823117
all,00054.png,0.5,0.339982,0.849549
all,00054.png,0.5,0.349954,0.869634
all,00054.png,0.5,0.359972,0.82328
all,00054.png,0.5,0.369945,0.856506
all,00054.png,0.5,0.379963,0.751139
all,00054.png,0.5,0.389982,0.814916
all,00054.png,0.5,0.399954,0.801542
all,00054.png,0.5,0.409972,0.884583
all,00054.png,0.5,0.419945,0.859662
all,00054.png,0.5,0.429963,0.867697
all,00054.png,0.5,0.439982,0.872632
all,00054.png,0.5,0.449954,0.827901
all,00054.png,0.5,0.459972,0.879324
all,00054.png,0.5,0.469945,0.836332
all,00054.png,0.5,0.479963,0.802889
all,00054.png,0.5,0.489982,0.80145
all,00054.png,0.5,0.499954,0.789706
all,00054.png,0.5,0.509972,0.736313
all,00054.png,0.5,0.519945,0.70155
all,00054.png,0.5,0.529963,0.744995
all,00054.png,0.5,0.539982,0.735877
all,00054.png,0.5,0.549954,0.701059
all,00054.png,0.5,0.559972,0.634966
all,00054.png,0.5,0.569945,0.627744
all,00054.png,0.5,0.579963,0.527013
all,00054.png,0.5,0.589982,0.38656
all,00054.png,0.5,0.599954,0.31414
all,00054.png,0.5,0.609972,0.299231
all,00054.png,0.5,0.619945,0.355231
all,00054.png,0.5,0.629963,0.42799
all,00054.png,0.5,0.639982,0.429167
all,00054.png,0.5,0.649954,0.518879
all,00054.png,0.5,0.659972,0.683139
all,00054.png,0.5,0.669991,0.65105
all,00054.png,0.5,0.679963,0.5361
all,00054.png,0.5,0.689982,0.583456
all,00054.png,0.5,0.699954,0.609424
all,00054.png,0.5,0.709972,0.54224
all,00054.png,0.5,0.719991,0.5617
all,00054.png,0.5,0.729963,0.589098
all,00054.png,0.5,0.739982,0.618458
all,00054.png,0.5,0.749954,0.580383
all,00054.png,0.5,0.759972,0.597239
all,00054.png,0.5,0.769991,0.538087
all,00054.png,0.5,0.779963,0.513906
all,00054.png,0.5,0.789982,0.388464
all,00054.png,0.5,0.799954,0.381705
all,00054.png,0.5,0.809972,0.389374
all,00054.png,0.5,0.819991,0.386254
all,00054.png,0.5,0.829963,0.38749
all,00054.png,0.5,0.839982,0.318703
all,00054.png,0.5,0.849954,0.410931
all,00054.png,0.5,0.859972,0.376272
all,00054.png,0.5,0.869991,0.376057
all,00054.png,0.5,0.879963,0.388048
all,00054.png,0.5,0.889982,0.324789
all,00054.png,0.5,0.899954,0.308798
all,00054.png,0.5,0.909972,0.386201
all,00054.png,0.5,0.919991,0.326956
all,00054.png,0.5,0.929963,0.354118
all,00054.png,0.5,0.939982,0.3804
all,00054.png,0.5,0.949954,0.335877
all,00054.png,0.5,0.959972,0.258454
all,00054.png,0.5,0.969991,0.338725
all,00054.png,0.5,0.979963,0.371851
all,00054.png,0.5,0.989982,0.319338
