config,image,rate,position,p_embed
baseline,00075.png,0.5,0.329963,0.0
baseline,00075.png,0.5,0.339982,0.0
baseline,00075.png,0.5,0.349954,0.0
baseline,00075.png,0.5,0.359972,0.0
baseline,00075.png,0.5,0.369945,0.0
baseline,00075.png,0.5,0.379963,0.0
baseline,00075.png,0.5,0.389982,0.0
baseline,00075.png,0.5,0.399954,0.0
baseline,00075.png,0.5,0.409972,0.0
baseline,00075.png,0.5,0.419945,0.0
baseline,00075.png,0.5,0.429963,0.0
baseline,00075.png,0.5,0.439982,0.0
baseline,00075.png,0.5,0.449954,0.0
baseline,00075.png,0.5,0.459972,0.0
baseline,00075.png,0.5,0.469945,0.0
baseline,00075.png,0.5,0.479963,0.0
baseline,00075.png,0.5,0.489982,0.0
baseline,00075.png,0.5,0.499954,0.0
baseline,00075.png,0.5,0.509972,0.0
baseline,00075.png,0.5,0.519945,0.0
baseline,00075.png,0.5,0.529963,0.0
baseline,00075.png,0.5,0.539982,0.0
baseline,00075.png,0.5,0.549954,0.0
baseline,00075.png,0.5,0.559972,0.0
baseline,00075.png,0.5,0.569945,0.0
baseline,00075.png,0.5,0.579963,0.0
baseline,00075.png,0.5,0.589982,0.0
baseline,00075.png,0.5,0.599954,0.0
baseline,00075.png,0.5,0.609972,0.0
baseline,00075.png,0.5,0.619945,0.0
baseline,00075.png,0.5,0.629963,0.0
baseline,00075.png,0.5,0.639982,0.0
baseline,00075.png,0.5,0.649954,0.0
baseline,00075.png,0.5,0.659972,0.0
baseline,00075.png,0.5,0.669991,0.0
baseline,00075.png,0.5,0.679963,0.0
baseline,00075.png,0.5,0.689982,0.0
baseline,00075.png,0.5,0.699954,0.0
baseline,00075.png,0.5,0.709972,0.0
baseline,00075.png,0.5,0.719991,0.0
baseline,00075.png,0.5,0.729963,0.0
baseline,00075.png,0.5,0.739982,0.0
baseline,00075.png,0.5,0.749954,0.0
baseline,00075.png,0.5,0.759972,0.0
baseline,00075.png,0.5,0.769991,0.0
baseline,00075.png,0.5,0.779963,0.0
baseline,00075.png,0.5,0.789982,0.0
baseline,00075.png,0.5,0.799954,0.0
baseline,00075.png,0.5,0.809972,0.0
baseline,00075.png,0.5,0.819991,0.0
baseline,00075.png,0.5,0.829963,0.0
baseline,00075.png,0.5,0.839982,0.0
baseline,00075.png,0.5,0.849954,0.0
baseline,00075.png,0.5,0.859972,0.0
baseline,00075.png,0.5,0.869991,0.0
baseline,00075.png,0.5,0.879963,0.0
baseline,00075.png,0.5,0.889982,0.0
baseline,00075.png,0.5,0.899954,0.0
baseline,00075.png,0.5,0.909972,0.0
baseline,00075.png,0.5,0.919991,0.0
baseline,00075.png,0.5,0.929963,0.0
baseline,00075.png,0.5,0.939982,0.0
baseline,00075.png,0.5,0.949954,0.0
baseline,00075.png,0.5,0.959972,0.0
baseline,00075.png,0.5,0.969991,0.0
baseline,00075.png,0.5,0.979963,0.0
baseline,00075.png,0.5,0.989982,0.0
baseline,00075.png,0.5,1.0,0.0
baseline,00222.png,0.5,0.009972,0.999996
baseline,00222.png,0.5,0.019945,0.933375
baseline,00222.png,0.5,0.029963,0.048031
baseline,00222.png,0.5,0.039936,0.000103
baseline,00222.png,0.5,0.049954,0.0
baseline,00222.png,0.5,0.059972,0.0
baseline,00222.png,0.5,0.069945,0.0
baseline,00222.png,0.5,0.079963,0.0
baseline,00222.png,0.5,0.089936,0.0
baseline,00222.png,0.5,0.099954,0.0
baseline,00222.png,0.5,0.109972,0.0
baseline,00222.png,0.5,0.119945,0.0
baseline,00222.png,0.5,0.129963,0.0
baseline,00222.png,0.5,0.139936,0.0
baseline,00222.png,0.5,0.149954,0.0
baseline,00222.png,0.5,0.159972,0.0
baseline,00222.png,0.5,0.169945,0.0
baseline,00222.png,0.5,0.179963,0.0
baseline,00222.png,0.5,0.189936,0.0
baseline,00222.png,0.5,0.199954,0.0
baseline,00222.png,0.5,0.209972,0.0
baseline,00222.png,0.5,0.219945,0.0
baseline,00222.png,0.5,0.229963,0.0
baseline,00222.png,0.5,0.239936,0.0
baseline,00222.png,0.5,0.249954,0.0
baseline,00222.png,0.5,0.259972,0.0
baseline,00222.png,0.5,0.269945,0.0
baseline,00222.png,0.5,0.279963,0.0
baseline,00222.png,0.5,0.289936,0.0
baseline,00222.png,0.5,0.299954,0.0
baseline,00222.png,0.5,0.309972,0.0
baseline,00222.png,0.5,0.319945,0.0
baseline,00222.png,0.5,0.329963,0.0
baseline,00222.png,0.5,0.339982,0.0
baseline,00222.png,0.5,0.349954,0.0
baseline,00222.png,0.5,0.359972,0.0
baseline,00222.png,0.5,0.369945,0.0
baseline,00222.png,0.5,0.379963,0.0
baseline,00222.png,0.5,0.389982,0.0
baseline,00222.png,0.5,0.399954,0.0
baseline,00222.png,0.5,0.409972,0.0
baseline,00222.png,0.5,0.419945,0.0
baseline,00222.png,0.5,0.429963,0.0
baseline,00222.png,0.5,0.439982,0.0
baseline,00222.png,0.5,0.449954,0.0
baseline,00222.png,0.5,0.459972,0.0
baseline,00222.png,0.5,0.469945,0.0
baseline,00222.png,0.5,0.479963,0.0
baseline,00222.png,0.5,0.489982,0.0
baseline,00222.png,0.5,0.499954,0.0
baseline,00222.png,0.5,0.509972,0.0
baseline,00222.png,0.5,0.519945,0.0
baseline,00222.png,0.5,0.529963,0.0
baseline,00222.png,0.5,0.539982,0.0
baseline,00222.png,0.5,0.549954,0.0
baseline,00222.png,0.5,0.559972,0.0
baseline,00222.png,0.5,0.569945,0.0
baseline,00222.png,0.5,0.579963,0.0
baseline,00222.png,0.5,0.589982,0.0
baseline,00222.png,0.5,0.599954,0.0
baseline,00222.png,0.5,0.609972,0.0
baseline,00222.png,0.5,0.619945,0.0
baseline,00222.png,0.5,0.629963,0.0
baseline,00222.png,0.5,0.639982,0.0
baseline,00222.png,0.5,0.649954,0.0
baseline,00222.png,0.5,0.659972,0.0
baseline,00222.png,0.5,0.669991,0.0
baseline,00222.png,0.5,0.679963,0.0
baseline,00222.png,0.5,0.689982,0.0
baseline,00222.png,0.5,0.699954,0.0
baseline,00222.png,0.5,0.709972,0.0
baseline,00222.png,0.5,0.719991,0.0
baseline,00222.png,0.5,0.729963,0.0
baseline,00222.png,0.5,0.739982,0.0
baseline,00222.png,0.5,0.749954,0.0
baseline,00222.png,0.5,0.759972,0.0
baseline,00222.png,0.5,0.769991,0.0
baseline,00222.png,0.5,0.779963,0.0
baseline,00222.png,0.5,0.789982,0.0
baseline,00222.png,0.5,0.799954,0.0
baseline,00222.png,0.5,0.809972,0.0
baseline,00222.png,0.5,0.819991,0.0
baseline,00222.png,0.5,0.829963,0.0
baseline,00222.png,0.5,0.839982,0.0
baseline,00222.png,0.5,0.849954,0.0
baseline,00222.png,0.5,0.859972,0.0
baseline,00222.png,0.5,0.869991,0.0
baseline,00222.png,0.5,0.879963,0.0
baseline,00222.png,0.5,0.889982,0.0
baseline,00222.png,0.5,0.899954,0.0
baseline,00222.png,0.5,0.909972,0.0
baseline,00222.png,0.5,0.919991,0.0
baseline,00222.png,0.5,0.929963,0.0
baseline,00222.png,0.5,0.939982,0.0
baseline,00222.png,0.5,0.949954,0.0
baseline,00222.png,0.5,0.959972,0.0
baseline,00222.png,0.5,0.969991,0.0
baseline,00222.png,0.5,0.979963,0.0
baseline,00222.png,0.5,0.989982,0.0
baseline,00222.png,0.5,1.0,0.0
baseline,00283.png,0.5,0.009972,0.998785
baseline,00283.png,0.5,0.019945,0.273743
baseline,00283.png,0.5,0.029963,0.025437
baseline,00283.png,0.5,0.039936,0.0014
baseline,00283.png,0.5,0.049954,2e-06
baseline,00283.png,0.5,0.059972,0.0
baseline,00283.png,0.5,0.069945,0.0
baseline,00283.png,0.5,0.079963,0.0
baseline,00283.png,0.5,0.089936,0.0
baseline,00283.png,0.5,0.099954,0.0
baseline,00283.png,0.5,0.109972,0.0
baseline,00283.png,0.5,0.119945,0.0
baseline,00283.png,0.5,0.129963,0.0
baseline,00283.png,0.5,0.139936,0.0
baseline,00283.png,0.5,0.149954,0.0
baseline,00283.png,0.5,0.159972,0.0
baseline,00283.png,0.5,0.169945,0.0
baseline,00283.png,0.5,0.179963,0.0
baseline,00283.png,0.5,0.189936,0.0
baseline,00283.png,0.5,0.199954,0.0
baseline,00283.png,0.5,0.209972,0.0
baseline,00283.png,0.5,0.219945,0.0
baseline,00283.png,0.5,0.229963,0.0
baseline,00283.png,0.5,0.239936,0.0
baseline,00283.png,0.5,0.249954,0.0
baseline,00283.png,0.5,0.259972,0.0
baseline,00283.png,0.5,0.269945,0.0
baseline,00283.png,0.5,0.279963,0.0
baseline,00283.png,0.5,0.289936,0.0
baseline,00283.png,0.5,0.299954,0.0
baseline,00283.png,0.5,0.309972,0.0
baseline,00283.png,0.5,0.319945,0.0
baseline,00283.png,0.5,0.329963,0.0
baseline,00283.png,0.5,0.339982,0.0
baseline,00283.png,0.5,0.349954,0.0
baseline,00283.png,0.5,0.359972,0.0
baseline,00283.png,0.5,0.369945,0.0
baseline,00283.png,0.5,0.379963,0.0
baseline,00283.png,0.5,0.389982,0.0
baseline,00283.png,0.5,0.399954,0.0
baseline,00283.png,0.5,0.409972,0.0
baseline,00283.png,0.5,0.419945,0.0
baseline,00283.png,0.5,0.429963,0.0
baseline,00283.png,0.5,0.439982,0.0
baseline,00283.png,0.5,0.449954,0.0
baseline,00283.png,0.5,0.459972,0.0
baseline,00283.png,0.5,0.469945,0.0
baseline,00283.png,0.5,0.479963,0.0
baseline,00283.png,0.5,0.489982,0.0
baseline,00283.png,0.5,0.499954,0.0
baseline,00283.png,0.5,0.509972,0.0
baseline,00283.png,0.5,0.519945,0.0
baseline,00283.png,0.5,0.529963,0.0
baseline,00283.png,0.5,0.539982,0.0
baseline,00283.png,0.5,0.549954,0.0
baseline,00283.png,0.5,0.559972,0.0
baseline,00283.png,0.5,0.569945,0.0
baseline,00283.png,0.5,0.579963,0.0
baseline,00283.png,0.5,0.589982,0.0
baseline,00283.png,0.5,0.599954,0.0
baseline,00283.png,0.5,0.609972,0.0
baseline,00283.png,0.5,0.619945,0.0
baseline,00283.png,0.5,0.629963,0.0
baseline,00283.png,0.5,0.639982,0.0
baseline,00283.png,0.5,0.649954,0.0
baseline,00283.png,0.5,0.659972,0.0
baseline,00283.png,0.5,0.669991,0.0
baseline,00283.png,0.5,0.679963,0.0
baseline,00283.png,0.5,0.689982,0.0
baseline,00283.png,0.5,0.699954,0.0
baseline,00283.png,0.5,0.709972,0.0
baseline,00283.png,0.5,0.719991,0.0
baseline,00283.png,0.5,0.729963,0.0
baseline,00283.png,0.5,0.739982,0.0
baseline,00283.png,0.5,0.749954,0.0
baseline,00283.png,0.5,0.759972,0.0
baseline,00283.png,0.5,0.769991,0.0
baseline,00283.png,0.5,0.779963,0.0
baseline,00283.png,0.5,0.789982,0.0
baseline,00283.png,0.5,0.799954,0.0
baseline,00283.png,0.5,0.809972,0.0
baseline,00283.png,0.5,0.819991,0.0
baseline,00283.png,0.5,0.829963,0.0
baseline,00283.png,0.5,0.839982,0.0
baseline,00283.png,0.5,0.849954,0.0
baseline,00283.png,0.5,0.859972,0.0
baseline,00283.png,0.5,0.869991,0.0
baseline,00283.png,0.5,0.879963,0.0
baseline,00283.png,0.5,0.889982,0.0
baseline,00283.png,0.5,0.899954,0.0
baseline,00283.png,0.5,0.909972,0.0
baseline,00283.png,0.5,0.919991,0.0
baseline,00283.png,0.5,0.929963,0.0
baseline,00283.png,0.5,0.939982,0.0
baseline,00283.png,0.5,0.949954,0.0
baseline,00283.png,0.5,0.959972,0.0
baseline,00283.png,0.5,0.969991,0.0
baseline,00283.png,0.5,0.979963,0.0
baseline,00283.png,0.5,0.989982,0.0
baseline,00283.png,0.5,1.0,0.0
baseline,00426.png,0.5,0.009972,0.86321
baseline,00426.png,0.5,0.019945,0.137852
baseline,00426.png,0.5,0.029963,0.000492
baseline,00426.png,0.5,0.039936,0.0
baseline,00426.png,0.5,0.049954,0.0
baseline,00426.png,0.5,0.059972,0.0
baseline,00426.png,0.5,0.069945,0.0
baseline,00426.png,0.5,0.079963,0.0
baseline,00426.png,0.5,0.089936,0.0
baseline,00426.png,0.5,0.099954,0.0
baseline,00426.png,0.5,0.109972,0.0
baseline,00426.png,0.5,0.119945,0.0
baseline,00426.png,0.5,0.129963,0.0
baseline,00426.png,0.5,0.139936,0.0
baseline,00426.png,0.5,0.149954,0.0
baseline,00426.png,0.5,0.159972,0.0
baseline,00426.png,0.5,0.169945,0.0
baseline,00426.png,0.5,0.179963,0.0
baseline,00426.png,0.5,0.189936,0.0
baseline,00426.png,0.5,0.199954,0.0
baseline,00426.png,0.5,0.209972,0.0
baseline,00426.png,0.5,0.219945,0.0
baseline,00426.png,0.5,0.229963,0.0
baseline,00426.png,0.5,0.239936,0.0
baseline,00426.png,0.5,0.249954,0.0
baseline,00426.png,0.5,0.259972,0.0
baseline,00426.png,0.5,0.269945,0.0
baseline,00426.png,0.5,0.279963,0.0
baseline,00426.png,0.5,0.289936,0.0
baseline,00426.png,0.5,0.299954,0.0
baseline,00426.png,0.5,0.309972,0.0
baseline,00426.png,0.5,0.319945,0.0
baseline,00426.png,0.5,0.329963,0.0
baseline,00426.png,0.5,0.339982,0.0
baseline,00426.png,0.5,0.349954,0.0
baseline,00426.png,0.5,0.359972,0.0
baseline,00426.png,0.5,0.369945,0.0
baseline,00426.png,0.5,0.379963,0.0
baseline,00426.png,0.5,0.389982,0.0
baseline,00426.png,0.5,0.399954,0.0
baseline,00426.png,0.5,0.409972,0.0
baseline,00426.png,0.5,0.419945,0.0
baseline,00426.png,0.5,0.429963,0.0
baseline,00426.png,0.5,0.439982,0.0
baseline,00426.png,0.5,0.449954,0.0
baseline,00426.png,0.5,0.459972,0.0
baseline,00426.png,0.5,0.469945,0.0
baseline,00426.png,0.5,0.479963,0.0
baseline,00426.png,0.5,0.489982,0.0
baseline,00426.png,0.5,0.499954,0.0
baseline,00426.png,0.5,0.509972,0.0
baseline,00426.png,0.5,0.519945,0.0
baseline,00426.png,0.5,0.529963,0.0
baseline,00426.png,0.5,0.539982,0.0
baseline,00426.png,0.5,0.549954,0.0
baseline,00426.png,0.5,0.559972,0.0
baseline,00426.png,0.5,0.569945,0.0
baseline,00426.png,0.5,0.579963,0.0
baseline,00426.png,0.5,0.589982,0.0
baseline,00426.png,0.5,0.599954,0.0
baseline,00426.png,0.5,0.609972,0.0
baseline,00426.png,0.5,0.619945,0.0
baseline,00426.png,0.5,0.629963,0.0
baseline,00426.png,0.5,0.639982,0.0
baseline,00426.png,0.5,0.649954,0.0
baseline,00426.png,0.5,0.659972,0.0
baseline,00426.png,0.5,0.669991,0.0
baseline,00426.png,0.5,0.679963,0.0
baseline,00426.png,0.5,0.689982,0.0
baseline,00426.png,0.5,0.699954,0.0
baseline,00426.png,0.5,0.709972,0.0
baseline,00426.png,0.5,0.719991,0.0
baseline,00426.png,0.5,0.729963,0.0
baseline,00426.png,0.5,0.739982,0.0
baseline,00426.png,0.5,0.749954,0.0
baseline,00426.png,0.5,0.759972,0.0
baseline,00426.png,0.5,0.769991,0.0
baseline,00426.png,0.5,0.779963,0.0
baseline,00426.png,0.5,0.789982,0.0
baseline,00426.png,0.5,0.799954,0.0
baseline,00426.png,0.5,0.809972,0.0
baseline,00426.png,0.5,0.819991,0.0
baseline,00426.png,0.5,0.829963,0.0
baseline,00426.png,0.5,0.839982,0.0
baseline,00426.png,0.5,0.849954,0.0
baseline,00426.png,0.5,0.859972,0.0
baseline,00426.png,0.5,0.869991,0.0
baseline,00426.png,0.5,0.879963,0.0
baseline,00426.png,0.5,0.889982,0.0
baseline,00426.png,0.5,0.899954,0.0
baseline,00426.png,0.5,0.909972,0.0
baseline,00426.png,0.5,0.919991,0.0
baseline,00426.png,0.5,0.929963,0.0
baseline,00426.png,0.5,0.939982,0.0
baseline,00426.png,0.5,0.949954,0.0
baseline,00426.png,0.5,0.959972,0.0
baseline,00426.png,0.5,0.969991,0.0
baseline,00426.png,0.5,0.979963,0.0
baseline,00426.png,0.5,0.989982,0.0
baseline,00426.png,0.5,1.0,0.0
p1,00054.png,0.25,0.009972,0.997438
p1,00054.png,0.25,0.019945,0.998546
p1,00054.png,0.25,0.029963,0.999652
p1,00054.png,0.25,0.039936,0.996454
p1,00054.png,0.25,0.049954,0.999269
p1,00054.png,0.25,0.059972,0.999417
p1,00054.png,0.25,0.069945,0.998438
p1,00054.png,0.25,0.079963,0.990084
p1,00054.png,0.25,0.089936,0.992641
p1,00054.png,0.25,0.099954,0.950167
p1,00054.png,0.25,0.109972,0.980377
p1,00054.png,0.25,0.119945,0.962121
p1,00054.png,0.25,0.129963,0.944936
p1,00054.png,0.25,0.139936,0.931287
p1,00054.png,0.25,0.149954,0.902496
p1,00054.png,0.25,0.159972,0.910126
p1,00054.png,0.25,0.169945,0.804421
p1,00054.png,0.25,0.179963,0.789827
p1,00054.png,0.25,0.189936,0.794528
p1,00054.png,0.25,0.199954,0.741283
p1,00054.png,0.25,0.209972,0.654694
p1,00054.png,0.25,0.219945,0.623042
p1,00054.png,0.25,0.229963,0.540014
p1,00054.png,0.25,0.239936,0.363047
p1,00054.png,0.25,0.249954,0.311291
p1,00054.png,0.25,0.259972,0.243865
p1,00054.png,0.25,0.269945,0.139564
p1,00054.png,0.25,0.279963,0.133168
p1,00054.png,0.25,0.289936,0.116536
p1,00054.png,0.25,0.299954,0.088025
p1,00054.png,0.25,0.309972,0.089328
p1,00054.png,0.25,0.319945,0.091501
p1,00054.png,0.25,0.329963,0.042678
p1,00054.png,0.25,0.339982,0.029394
p1,00054.png,0.25,0.349954,0.026054
p1,00054.png,0.25,0.359972,0.012221
p1,00054.png,0.25,0.369945,0.015034
p1,00054.png,0.25,0.379963,0.015931
p1,00054.png,0.25,0.389982,0.019307
p1,00054.png,0.25,0.399954,0.024602
p1,00054.png,0.25,0.409972,0.039361
p1,00054.png,0.25,0.419945,0.017208
p1,00054.png,0.25,0.429963,0.008984
p1,00054.png,0.25,0.439982,0.005262
p1,00054.png,0.25,0.449954,0.004856
p1,00054.png,0.25,0.459972,0.00437
p1,00054.png,0.25,0.469945,0.002878
p1,00054.png,0.25,0.479963,0.001077
p1,00054.png,0.25,0.489982,0.000358
p1,00054.png,0.25,0.499954,0.000143
p1,00054.png,0.25,0.509972,7.2e-05
p1,00054.png,0.25,0.519945,6.9e-05
p1,00054.png,0.25,0.529963,5.2e-05
p1,00054.png,0.25,0.539982,4.6e-05
p1,00054.png,0.25,0.549954,2.1e-05
p1,00054.png,0.25,0.559972,1e-05
p1,00054.png,0.25,0.569945,5e-06
p1,00054.png,0.25,0.579963,1e-06
p1,00054.png,0.25,0.589982,0.0
p1,00054.png,0.25,0.599954,0.0
p1,00054.png,0.25,0.609972,0.0
p1,00054.png,0.25,0.619945,0.0
p1,00054.png,0.25,0.629963,0.0
p1,00054.png,0.25,0.639982,0.0
p1,00054.png,0.25,0.649954,0.0
p1,00054.png,0.25,0.659972,0.0
p1,00054.png,0.25,0.669991,0.0
p1,00054.png,0.25,0.679963,0.0
p1,00054.png,0.25,0.689982,0.0
p1,00054.png,0.25,0.699954,0.0
p1,00054.png,0.25,0.709972,0.0
p1,00054.png,0.25,0.719991,0.0
p1,00054.png,0.25,0.729963,0.0
p1,00054.png,0.25,0.739982,0.0
p1,00054.png,0.25,0.749954,0.0
p1,00054.png,0.25,0.759972,0.0
p1,00054.png,0.25,0.769991,0.0
p1,00054.png,0.25,0.779963,0.0
p1,00054.png,0.25,0.789982,0.0
p1,00054.png,0.25,0.799954,0.0
p1,00054.png,0.25,0.809972,0.0
p1,00054.png,0.25,0.819991,0.0
p1,00054.png,0.25,0.829963,0.0
p1,00054.png,0.25,0.839982,0.0
p1,00054.png,0.25,0.849954,0.0
p1,00054.png,0.25,0.859972,0.0
p1,00054.png,0.25,0.869991,0.0
p1,00054.png,0.25,0.879963,0.0
p1,00054.png,0.25,0.889982,0.0
p1,00054.png,0.25,0.899954,0.0
p1,00054.png,0.25,0.909972,0.0
p1,00054.png,0.25,0.919991,0.0
p1,00054.png,0.25,0.929963,0.0
p1,00054.png,0.25,0.939982,0.0
p1,00054.png,0.25,0.949954,0.0
p1,00054.png,0.25,0.959972,0.0
p1,00054.png,0.25,0.969991,0.0
p1,00054.png,0.25,0.979963,0.0
p1,00054.png,0.25,0.989982,0.0
p1,00054.png,0.25,1.0,0.0
p1,00075.png,0.25,0.009972,0.998047
p1,00075.png,0.25,0.019945,0.994501
p1,00075.png,0.25,0.029963,0.982604
p1,00075.png,0.25,0.039936,0.992278
p1,00075.png,0.25,0.049954,0.966334
p1,00075.png,0.25,0.059972,0.995178
p1,00075.png,0.25,0.069945,0.996976
p1,00075.png,0.25,0.079963,0.995743
p1,00075.png,0.25,0.089936,0.992209
p1,00075.png,0.25,0.099954,0.98845
p1,00075.png,0.25,0.109972,0.973465
p1,00075.png,0.25,0.119945,0.98383
p1,00075.png,0.25,0.129963,0.958021
p1,00075.png,0.25,0.139936,0.957704
p1,00075.png,0.25,0.149954,0.98583
p1,00075.png,0.25,0.159972,0.980274
p1,00075.png,0.25,0.169945,0.986798
p1,00075.png,0.25,0.179963,0.994078
p1,00075.png,0.25,0.189936,0.996801
p1,00075.png,0.25,0.199954,0.989827
p1,00075.png,0.25,0.209972,0.973376
p1,00075.png,0.25,0.219945,0.935155
p1,00075.png,0.25,0.229963,0.890235
p1,00075.png,0.25,0.239936,0.91392
p1,00075.png,0.25,0.249954,0.91665
p1,00075.png,0.25,0.259972,0.919081
p1,00075.png,0.25,0.269945,0.92458
p1,00075.png,0.25,0.279963,0.93923
p1,00075.png,0.25,0.289936,0.887798
p1,00075.png,0.25,0.299954,0.920699
p1,00075.png,0.25,0.309972,0.877431
p1,00075.png,0.25,0.319945,0.95868
p1,00075.png,0.25,0.329963,0.967506
p1,00075.png,0.25,0.339982,0.972554
p1,00075.png,0.25,0.349954,0.992808
p1,00075.png,0.25,0.359972,0.993859
p1,00075.png,0.25,0.369945,0.989856
p1,00075.png,0.25,0.379963,0.987274
p1,00075.png,0.25,0.389982,0.97993
p1,00075.png,0.25,0.399954,0.991584
p1,00075.png,0.25,0.409972,0.988182
p1,00075.png,0.25,0.419945,0.982325
p1,00075.png,0.25,0.429963,0.981593
p1,00075.png,0.25,0.439982,0.986625
p1,00075.png,0.25,0.449954,0.979125
p1,00075.png,0.25,0.459972,0.965844
p1,00075.png,0.25,0.469945,0.942297
p1,00075.png,0.25,0.479963,0.906982
p1,00075.png,0.25,0.489982,0.794878
p1,00075.png,0.25,0.499954,0.686542
p1,00075.png,0.25,0.509972,0.678454
p1,00075.png,0.25,0.519945,0.621855
p1,00075.png,0.25,0.529963,0.620717
p1,00075.png,0.25,0.539982,0.636363
p1,00075.png,0.25,0.549954,0.65354
p1,00075.png,0.25,0.559972,0.601823
p1,00075.png,0.25,0.569945,0.641018
p1,00075.png,0.25,0.579963,0.598858
p1,00075.png,0.25,0.589982,0.569485
p1,00075.png,0.25,0.599954,0.490853
p1,00075.png,0.25,0.609972,0.494701
p1,00075.png,0.25,0.619945,0.430716
p1,00075.png,0.25,0.629963,0.428722
p1,00075.png,0.25,0.639982,0.409677
p1,00075.png,0.25,0.649954,0.32298
p1,00075.png,0.25,0.659972,0.282798
p1,00075.png,0.25,0.669991,0.139939
p1,00075.png,0.25,0.679963,0.113155
p1,00075.png,0.25,0.689982,0.075616
p1,00075.png,0.25,0.699954,0.040872
p1,00075.png,0.25,0.709972,0.023077
p1,00075.png,0.25,0.719991,0.015246
p1,00075.png,0.25,0.729963,0.009574
p1,00075.png,0.25,0.739982,0.006018
p1,00075.png,0.25,0.749954,0.006747
p1,00075.png,0.25,0.759972,0.001988
p1,00075.png,0.25,0.769991,0.000934
p1,00075.png,0.25,0.779963,0.00054
p1,00075.png,0.25,0.789982,0.000255
p1,00075.png,0.25,0.799954,0.000147
p1,00075.png,0.25,0.809972,2.9e-05
p1,00075.png,0.25,0.819991,2.5e-05
p1,00075.png,0.25,0.829963,6e-06
p1,00075.png,0.25,0.839982,1e-06
p1,00075.png,0.25,0.849954,1e-06
p1,00075.png,0.25,0.859972,0.0
p1,00075.png,0.25,0.869991,0.0
p1,00075.png,0.25,0.879963,0.0
p1,00075.png,0.25,0.889982,0.0
p1,00075.png,0.25,0.899954,0.0
p1,00075.png,0.25,0.909972,0.0
p1,00075.png,0.25,0.919991,0.0
p1,00075.png,0.25,0.929963,0.0
p1,00075.png,0.25,0.939982,0.0
p1,00075.png,0.25,0.949954,0.0
p1,00075.png,0.25,0.959972,0.0
p1,00075.png,0.25,0.969991,0.0
p1,00075.png,0.25,0.979963,0.0
p1,00075.png,0.25,0.989982,0.0
p1,00075.png,0.25,1.0,0.0
p1,00222.png,0.25,0.009972,1.0
p1,00222.png,0.25,0.019945,0.999981
p1,00222.png,0.25,0.029963,0.995033
p1,00222.png,0.25,0.039936,0.813757
p1,00222.png,0.25,0.049954,0.456829
p1,00222.png,0.25,0.059972,0.179223
p1,00222.png,0.25,0.069945,0.06464
p1,00222.png,0.25,0.079963,0.014036
p1,00222.png,0.25,0.089936,0.004081
p1,00222.png,0.25,0.099954,0.000112
p1,00222.png,0.25,0.109972,3.9e-05
p1,00222.png,0.25,0.119945,2e-06
p1,00222.png,0.25,0.129963,0.0
p1,00222.png,0.25,0.139936,0.0
p1,00222.png,0.25,0.149954,0.0
p1,00222.png,0.25,0.159972,0.0
p1,00222.png,0.25,0.169945,0.0
p1,00222.png,0.25,0.179963,0.0
p1,00222.png,0.25,0.189936,0.0
p1,00222.png,0.25,0.199954,0.0
p1,00222.png,0.25,0.209972,0.0
p1,00222.png,0.25,0.219945,0.0
p1,00222.png,0.25,0.229963,0.0
p1,00222.png,0.25,0.239936,0.0
p1,00222.png,0.25,0.249954,0.0
p1,00222.png,0.25,0.259972,0.0
p1,00222.png,0.25,0.269945,0.0
p1,00222.png,0.25,0.279963,0.0
p1,00222.png,0.25,0.289936,0.0
p1,00222.png,0.25,0.299954,0.0
p1,00222.png,0.25,0.309972,0.0
p1,00222.png,0.25,0.319945,0.0
p1,00222.png,0.25,0.329963,0.0
p1,00222.png,0.25,0.339982,0.0
p1,00222.png,0.25,0.349954,0.0
p1,00222.png,0.25,0.359972,0.0
p1,00222.png,0.25,0.369945,0.0
p1,00222.png,0.25,0.379963,0.0
p1,00222.png,0.25,0.389982,0.0
p1,00222.png,0.25,0.399954,0.0
p1,00222.png,0.25,0.409972,0.0
p1,00222.png,0.25,0.419945,0.0
p1,00222.png,0.25,0.429963,0.0
p1,00222.png,0.25,0.439982,0.0
p1,00222.png,0.25,0.449954,0.0
p1,00222.png,0.25,0.459972,0.0
p1,00222.png,0.25,0.469945,0.0
p1,00222.png,0.25,0.479963,0.0
p1,00222.png,0.25,0.489982,0.0
p1,00222.png,0.25,0.499954,0.0
p1,00222.png,0.25,0.509972,0.0
p1,00222.png,0.25,0.519945,0.0
p1,00222.png,0.25,0.529963,0.0
p1,00222.png,0.25,0.539982,0.0
p1,00222.png,0.25,0.549954,0.0
p1,00222.png,0.25,0.559972,0.0
p1,00222.png,0.25,0.569945,0.0
p1,00222.png,0.25,0.579963,0.0
p1,00222.png,0.25,0.589982,0.0
p1,00222.png,0.25,0.599954,0.0
p1,00222.png,0.25,0.609972,0.0
p1,00222.png,0.25,0.619945,0.0
p1,00222.png,0.25,0.629963,0.0
p1,00222.png,0.25,0.639982,0.0
p1,00222.png,0.25,0.649954,0.0
p1,00222.png,0.25,0.659972,0.0
p1,00222.png,0.25,0.669991,0.0
p1,00222.png,0.25,0.679963,0.0
p1,00222.png,0.25,0.689982,0.0
p1,00222.png,0.25,0.699954,0.0
p1,00222.png,0.25,0.709972,0.0
p1,00222.png,0.25,0.719991,0.0
