attack,switches,rate,image,label,score
spa,000,0.05,01268.png,stego,0.007645
chi,000,0.05,01935.png,stego,0.0
rs,000,0.05,01935.png,stego,0.087463
spa,000,0.05,01935.png,stego,0.04911
chi,000,0.05,02553.png,stego,0.590526
rs,000,0.05,02553.png,stego,-0.029991
spa,000,0.05,02553.png,stego,0.00918
chi,000,0.05,03102.png,stego,0.0
rs,000,0.05,03102.png,stego,0.137291
spa,000,0.05,03102.png,stego,0.100341
chi,000,0.05,03249.png,stego,0.758651
rs,000,0.05,03249.png,stego,0.029764
spa,000,0.05,03249.png,stego,-0.002557
chi,000,0.05,04166.png,stego,0.0
rs,000,0.05,04166.png,stego,0.045767
spa,000,0.05,04166.png,stego,0.120398
chi,000,0.05,04208.png,stego,0.0
rs,000,0.05,04208.png,stego,-0.001441
spa,000,0.05,04208.png,stego,-0.004324
chi,000,0.05,04723.png,stego,0.0
rs,000,0.05,04723.png,stego,-0.01775
spa,000,0.05,04723.png,stego,-0.04992
chi,000,0.05,05230.png,stego,0.017471
rs,000,0.05,05230.png,stego,-0.062308
spa,000,0.05,05230.png,stego,-0.040453
chi,000,0.05,05483.png,stego,0.0
rs,000,0.05,05483.png,stego,0.264179
spa,000,0.05,05483.png,stego,0.22119
chi,000,0.05,05696.png,stego,0.937254
rs,000,0.05,05696.png,stego,-0.040719
spa,000,0.05,05696.png,stego,0.017361
chi,000,0.05,05818.png,stego,0.175908
rs,000,0.05,05818.png,stego,0.061905
spa,000,0.05,05818.png,stego,0.029482
chi,000,0.05,06007.png,stego,0.0
rs,000,0.05,06007.png,stego,0.053608
spa,000,0.05,06007.png,stego,0.012154
chi,000,0.05,06176.png,stego,0.999613
rs,000,0.05,06176.png,stego,0.027995
spa,000,0.05,06176.png,stego,-0.009799
chi,000,0.05,06573.png,stego,0.0
rs,000,0.05,06573.png,stego,0.190744
spa,000,0.05,06573.png,stego,0.099641
chi,000,0.05,06631.png,stego,0.0
rs,000,0.05,06631.png,stego,0.095965
spa,000,0.05,06631.png,stego,-0.003708
chi,000,0.05,07456.png,stego,0.976012
rs,000,0.05,07456.png,stego,-0.020151
spa,000,0.05,07456.png,stego,-0.019359
chi,000,0.05,07666.png,stego,0.792986
rs,000,0.05,07666.png,stego,-0.008653
spa,000,0.05,07666.png,stego,0.006332
chi,000,0.05,07686.png,stego,0.0
rs,000,0.05,07686.png,stego,0.325644
spa,000,0.05,07686.png,stego,0.240881
chi,000,0.05,07945.png,stego,0.989916
rs,000,0.05,07945.png,stego,0.012434
spa,000,0.05,07945.png,stego,0.017575
chi,000,0.05,07990.png,stego,0.0
rs,000,0.05,07990.png,stego,-0.0722
spa,000,0.05,07990.png,stego,-0.052828
chi,000,0.05,08393.png,stego,0.068696
rs,000,0.05,08393.png,stego,0.005923
spa,000,0.05,08393.png,stego,-0.002826
chi,000,0.05,08835.png,stego,0.868102
rs,000,0.05,08835.png,stego,0.018967
spa,000,0.05,08835.png,stego,0.012341
chi,000,0.05,08908.png,stego,0.0
rs,000,0.05,08908.png,stego,0.000934
spa,000,0.05,08908.png,stego,-0.016489
chi,000,0.05,09017.png,stego,0.0
rs,000,0.05,09017.png,stego,2.240077
spa,000,0.05,09017.png,stego,0.525252
chi,000,0.05,09100.png,stego,0.0
rs,000,0.05,09100.png,stego,0.013
spa,000,0.05,09100.png,stego,0.013298
chi,000,0.05,09117.png,stego,0.896896
rs,000,0.05,09117.png,stego,-0.013227
spa,000,0.05,09117.png,stego,-0.005039
chi,000,0.05,09172.png,stego,0.0
rs,000,0.05,09172.png,stego,-0.008151
spa,000,0.05,09172.png,stego,-0.00296
chi,000,0.05,09359.png,stego,0.0
rs,000,0.05,09359.png,stego,0.040309
spa,000,0.05,09359.png,stego,0.020325
chi,000,0.05,09603.png,stego,0.330378
rs,000,0.05,09603.png,stego,0.014834
spa,000,0.05,09603.png,stego,-0.020965
chi,000,0.05,09863.png,stego,0.975829
rs,000,0.05,09863.png,stego,-0.018265
spa,000,0.05,09863.png,stego,-0.000568
chi,000,0.05,09881.png,stego,0.0
rs,000,0.05,09881.png,stego,-0.00589
spa,000,0.05,09881.png,stego,0.00612
chi,000,0.05,10746.png,stego,0.0
rs,000,0.05,10746.png,stego,1.59902
spa,000,0.05,10746.png,stego,0.556979
chi,000,0.05,11115.png,stego,0.005434
rs,000,0.05,11115.png,stego,-0.034496
spa,000,0.05,11115.png,stego,-0.015769
chi,000,0.05,11396.png,stego,0.0
rs,000,0.05,11396.png,stego,0.054187
spa,000,0.05,11396.png,stego,0.032532
chi,000,0.05,12241.png,stego,0.0
rs,000,0.05,12241.png,stego,0.007483
spa,000,0.05,12241.png,stego,0.010788
chi,000,0.05,12281.png,stego,0.0
rs,000,0.05,12281.png,stego,0.002585
spa,000,0.05,12281.png,stego,0.014722
chi,000,0.05,12364.png,stego,0.945037
rs,000,0.05,12364.png,stego,0.001866
spa,000,0.05,12364.png,stego,0.020897
chi,000,0.05,12677.png,stego,0.0
rs,000,0.05,12677.png,stego,0.244277
spa,000,0.05,12677.png,stego,0.172152
chi,000,0.05,12705.png,stego,1.0
rs,000,0.05,12705.png,stego,-0.000347
spa,000,0.05,12705.png,stego,-0.048219
chi,000,0.05,12834.png,stego,0.0
rs,000,0.05,12834.png,stego,0.407837
spa,000,0.05,12834.png,stego,0.306332
chi,000,0.05,12900.png,stego,0.999997
rs,000,0.05,12900.png,stego,-0.005362
spa,000,0.05,12900.png,stego,0.035222
chi,000,0.05,13397.png,stego,0.0
rs,000,0.05,13397.png,stego,0.052643
spa,000,0.05,13397.png,stego,0.189657
chi,000,0.05,13948.png,stego,0.0
rs,000,0.05,13948.png,stego,0.017848
spa,000,0.05,13948.png,stego,0.032761
chi,000,0.05,14622.png,stego,4e-06
rs,000,0.05,14622.png,stego,-0.010132
spa,000,0.05,14622.png,stego,0.004398
chi,000,0.05,15015.png,stego,0.0
rs,000,0.05,15015.png,stego,0.003201
spa,000,0.05,15015.png,stego,0.003505
chi,000,0.05,15119.png,stego,0.0
rs,000,0.05,15119.png,stego,0.353552
spa,000,0.05,15119.png,stego,0.214119
chi,000,0.05,16335.png,stego,0.0
rs,000,0.05,16335.png,stego,0.03429
spa,000,0.05,16335.png,stego,0.062717
chi,000,0.05,16362.png,stego,0.0
rs,000,0.05,16362.png,stego,0.010087
spa,000,0.05,16362.png,stego,-0.005455
chi,000,0.05,16484.png,stego,0.073598
rs,000,0.05,16484.png,stego,0.016023
spa,000,0.05,16484.png,stego,0.031896
chi,000,0.05,16684.png,stego,0.992063
rs,000,0.05,16684.png,stego,0.011214
spa,000,0.05,16684.png,stego,-0.018427
chi,000,0.05,16705.png,stego,0.998486
rs,000,0.05,16705.png,stego,0.017704
spa,000,0.05,16705.png,stego,0.004443
chi,000,0.05,16829.png,stego,1.0
rs,000,0.05,16829.png,stego,-0.037725
spa,000,0.05,16829.png,stego,-0.038156
chi,000,0.05,17155.png,stego,1.0
rs,000,0.05,17155.png,stego,0.027881
spa,000,0.05,17155.png,stego,-0.081632
chi,000,0.05,17343.png,stego,0.99964
rs,000,0.05,17343.png,stego,0.040197
spa,000,0.05,17343.png,stego,0.052756
chi,000,0.05,17362.png,stego,0.995807
rs,000,0.05,17362.png,stego,0.003504
spa,000,0.05,17362.png,stego,0.001272
chi,000,0.05,17602.png,stego,0.00017
rs,000,0.05,17602.png,stego,0.051421
spa,000,0.05,17602.png,stego,0.019518
chi,000,0.05,18290.png,stego,0.0
rs,000,0.05,18290.png,stego,-0.003908
spa,000,0.05,18290.png,stego,-0.004349
chi,000,0.05,18374.png,stego,0.0
rs,000,0.05,18374.png,stego,0.011926
spa,000,0.05,18374.png,stego,0.043356
chi,000,0.05,18727.png,stego,0.949692
rs,000,0.05,18727.png,stego,-0.005544
spa,000,0.05,18727.png,stego,0.004728
chi,000,0.05,19411.png,stego,0.360425
rs,000,0.05,19411.png,stego,-0.119211
spa,000,0.05,19411.png,stego,-0.051092
chi,000,0.05,20033.png,stego,0.0
rs,000,0.05,20033.png,stego,-0.003018
spa,000,0.05,20033.png,stego,-0.000867
chi,000,0.05,20034.png,stego,0.996915
rs,000,0.05,20034.png,stego,-0.014515
spa,000,0.05,20034.png,stego,-0.0133
chi,000,0.05,20290.png,stego,0.000474
rs,000,0.05,20290.png,stego,-0.011444
spa,000,0.05,20290.png,stego,0.003967
chi,000,0.05,20867.png,stego,0.0
rs,000,0.05,20867.png,stego,0.01288
spa,000,0.05,20867.png,stego,0.018068
chi,000,0.05,20927.png,stego,0.0
rs,000,0.05,20927.png,stego,-0.009085
spa,000,0.05,20927.png,stego,0.00418
chi,000,0.05,20970.png,stego,0.0
rs,000,0.05,20970.png,stego,0.032259
spa,000,0.05,20970.png,stego,0.049705
chi,000,0.05,21175.png,stego,0.996288
rs,000,0.05,21175.png,stego,0.0577
spa,000,0.05,21175.png,stego,0.050356
chi,000,0.05,21179.png,stego,0.0
rs,000,0.05,21179.png,stego,0.027559
spa,000,0.05,21179.png,stego,-0.002455
chi,000,0.05,21320.png,stego,0.0
rs,000,0.05,21320.png,stego,-0.001102
spa,000,0.05,21320.png,stego,-0.007721
chi,000,0.05,21580.png,stego,0.829005
rs,000,0.05,21580.png,stego,-0.002832
spa,000,0.05,21580.png,stego,0.030343
chi,000,0.05,23207.png,stego,0.0
rs,000,0.05,23207.png,stego,0.08885
spa,000,0.05,23207.png,stego,0.078566
chi,000,0.05,23417.png,stego,0.0
rs,000,0.05,23417.png,stego,-0.015314
spa,000,0.05,23417.png,stego,-0.004405
chi,000,0.05,24051.png,stego,0.0
rs,000,0.05,24051.png,stego,-0.005289
spa,000,0.05,24051.png,stego,-0.003222
chi,000,0.05,24958.png,stego,0.853493
rs,000,0.05,24958.png,stego,0.015751
spa,000,0.05,24958.png,stego,-0.009628
chi,000,0.05,25145.png,stego,0.0
rs,000,0.05,25145.png,stego,0.033791
spa,000,0.05,25145.png,stego,0.010922
chi,000,0.05,25314.png,stego,0.0
rs,000,0.05,25314.png,stego,-0.025152
spa,000,0.05,25314.png,stego,0.010335
chi,000,0.05,26159.png,stego,0.0
rs,000,0.05,26159.png,stego,9.8e-05
spa,000,0.05,26159.png,stego,0.014402
chi,000,0.05,26366.png,stego,0.0
rs,000,0.05,26366.png,stego,0.282526
spa,000,0.05,26366.png,stego,0.194225
chi,000,0.05,27461.png,stego,0.0
rs,000,0.05,27461.png,stego,0.172945
spa,000,0.05,27461.png,stego,0.137268
chi,000,0.05,27608.png,stego,0.0
rs,000,0.05,27608.png,stego,-0.00491
spa,000,0.05,27608.png,stego,-0.008227
chi,000,0.05,27654.png,stego,0.0
rs,000,0.05,27654.png,stego,-0.007468
spa,000,0.05,27654.png,stego,-0.00234
chi,000,0.05,27761.png,stego,0.0
rs,000,0.05,27761.png,stego,0.036828
spa,000,0.05,27761.png,stego,0.03121
chi,000,0.05,27939.png,stego,0.0
rs,000,0.05,27939.png,stego,0.322371
spa,000,0.05,27939.png,stego,0.222253
chi,000,0.05,28535.png,stego,0.001266
rs,000,0.05,28535.png,stego,0.006494
spa,000,0.05,28535.png,stego,-0.005697
chi,000,0.05,28747.png,stego,3e-05
rs,000,0.05,28747.png,stego,0.157815
spa,000,0.05,28747.png,stego,0.154136
chi,000,0.05,28865.png,stego,0.0
rs,000,0.05,28865.png,stego,0.008902
spa,000,0.05,28865.png,stego,0.011811
chi,000,0.05,28894.png,stego,0.951056
rs,000,0.05,28894.png,stego,0.000226
spa,000,0.05,28894.png,stego,-0.026415
chi,000,0.05,29257.png,stego,0.999951
rs,000,0.05,29257.png,stego,-0.00152
spa,000,0.05,29257.png,stego,0.037854
chi,000,0.05,29452.png,stego,0.0
rs,000,0.05,29452.png,stego,0.045025
spa,000,0.05,29452.png,stego,0.013813
chi,000,0.05,29872.png,stego,0.163499
rs,000,0.05,29872.png,stego,0.032575
spa,000,0.05,29872.png,stego,0.047239
chi,000,0.05,30008.png,stego,0.0
rs,000,0.05,30008.png,stego,-0.016795
spa,000,0.05,30008.png,stego,0.012477
chi,000,0.05,30022.png,stego,0.330799
rs,000,0.05,30022.png,stego,-0.006191
spa,000,0.05,30022.png,stego,-0.004231
chi,000,0.05,30496.png,stego,0.13263
rs,000,0.05,30496.png,stego,-0.01469
spa,000,0.05,30496.png,stego,-0.011575
chi,000,0.05,31030.png,stego,0.999945
rs,000,0.05,31030.png,stego,0.007907
spa,000,0.05,31030.png,stego,0.00356
chi,000,0.05,31286.png,stego,0.0
rs,000,0.05,31286.png,stego,0.052292
spa,000,0.05,31286.png,stego,0.018128
chi,000,0.05,31386.png,stego,0.0
rs,000,0.05,31386.png,stego,-0.015708
spa,000,0.05,31386.png,stego,0.014055
chi,000,0.05,32528.png,stego,0.999957
rs,000,0.05,32528.png,stego,0.011277
spa,000,0.05,32528.png,stego,-0.056151
chi,000,0.05,32707.png,stego,0.0
rs,000,0.05,32707.png,stego,0.540147
spa,000,0.05,32707.png,stego,0.270678
chi,000,0.05,32954.png,stego,1.0
rs,000,0.05,32954.png,stego,0.05052
spa,000,0.05,32954.png,stego,0.05974
chi,000,0.05,34238.png,stego,0.999981
rs,000,0.05,34238.png,stego,0.021821
spa,000,0.05,34238.png,stego,0.025847
chi,000,0.05,34439.png,stego,0.911983
rs,000,0.05,34439.png,stego,0.007404
spa,000,0.05,34439.png,stego,-0.004723
chi,000,0.05,34523.png,stego,0.999999
rs,000,0.05,34523.png,stego,0.022743
spa,000,0.05,34523.png,stego,-0.01967
chi,000,0.05,34719.png,stego,0.0
rs,000,0.05,34719.png,stego,0.004046
spa,000,0.05,34719.png,stego,-0.025889
chi,000,0.05,34761.png,stego,0.0
rs,000,0.05,34761.png,stego,-0.004345
spa,000,0.05,34761.png,stego,-0.006847
chi,000,0.05,34796.png,stego,0.0
rs,000,0.05,34796.png,stego,0.329007
spa,000,0.05,34796.png,stego,0.348852
chi,000,0.05,34971.png,stego,0.0
rs,000,0.05,34971.png,stego,0.007606
spa,000,0.05,34971.png,stego,-0.003459
chi,000,0.05,34974.png,stego,0.0
rs,000,0.05,34974.png,stego,0.326921
spa,000,0.05,34974.png,stego,0.317258
chi,000,0.05,34994.png,stego,0.0
rs,000,0.05,34994.png,stego,-0.0089
spa,000,0.05,34994.png,stego,0.001171
chi,000,0.05,35698.png,stego,0.0
rs,000,0.05,35698.png,stego,-0.041628
spa,000,0.05,35698.png,stego,-0.020309
chi,000,0.05,36435.png,stego,0.0
rs,000,0.05,36435.png,stego,-0.007626
spa,000,0.05,36435.png,stego,0.034845
chi,000,0.05,36586.png,stego,0.0
rs,000,0.05,36586.png,stego,0.012952
spa,000,0.05,36586.png,stego,0.014854
chi,000,0.05,37197.png,stego,0.0
rs,000,0.05,37197.png,stego,-0.004406
spa,000,0.05,37197.png,stego,-0.038949
chi,000,0.05,37389.png,stego,1e-06
rs,000,0.05,37389.png,stego,0.037817
spa,000,0.05,37389.png,stego,0.009359
chi,000,0.05,38428.png,stego,0.0
rs,000,0.05,38428.png,stego,-0.009432
spa,000,0.05,38428.png,stego,-0.002804
chi,000,0.05,38470.png,stego,1.0
rs,000,0.05,38470.png,stego,0.06915
spa,000,0.05,38470.png,stego,-0.023599
chi,000,0.05,38891.png,stego,0.0
rs,000,0.05,38891.png,stego,0.230938
spa,000,0.05,38891.png,stego,0.228764
chi,000,0.05,39118.png,stego,0.0
rs,000,0.05,39118.png,stego,0.011464
spa,000,0.05,39118.png,stego,0.004905
chi,000,0.05,39241.png,stego,0.204894
rs,000,0.05,39241.png,stego,-0.001803
spa,000,0.05,39241.png,stego,-0.021963
chi,000,0.05,39652.png,stego,0.0
rs,000,0.05,39652.png,stego,-0.01523
spa,000,0.05,39652.png,stego,-0.008654
chi,000,0.05,39830.png,stego,1.3e-05
rs,000,0.05,39830.png,stego,-0.002181
spa,000,0.05,39830.png,stego,-0.065067
chi,000,0.05,40405.png,stego,0.152102
rs,000,0.05,40405.png,stego,0.009662
spa,000,0.05,40405.png,stego,-0.011854
chi,000,0.05,40688.png,stego,0.0
rs,000,0.05,40688.png,stego,-0.003353
spa,000,0.05,40688.png,stego,0.002476
chi,000,0.05,40858.png,stego,0.999298
rs,000,0.05,40858.png,stego,0.127643
spa,000,0.05,40858.png,stego,0.139007
chi,000,0.05,41105.png,stego,0.703572
rs,000,0.05,41105.png,stego,0.003762
spa,000,0.05,41105.png,stego,0.024869
chi,000,0.05,41115.png,stego,0.01282
rs,000,0.05,41115.png,stego,-0.006399
spa,000,0.05,41115.png,stego,-0.017568
chi,000,0.05,41146.png,stego,0.999137
rs,000,0.05,41146.png,stego,0.000629
spa,000,0.05,41146.png,stego,-0.001085
chi,000,0.05,41181.png,stego,0.287528
rs,000,0.05,41181.png,stego,0.032401
spa,000,0.05,41181.png,stego,-0.032602
chi,000,0.05,41246.png,stego,1.9e-05
rs,000,0.05,41246.png,stego,-0.030104
spa,000,0.05,41246.png,stego,-0.007781
chi,000,0.05,41468.png,stego,0.0
rs,000,0.05,41468.png,stego,2.103532
spa,000,0.05,41468.png,stego,0.551316
chi,000,0.05,42488.png,stego,0.0
rs,000,0.05,42488.png,stego,0.056964
spa,000,0.05,42488.png,stego,0.068742
chi,000,0.05,42505.png,stego,0.01607
rs,000,0.05,42505.png,stego,-0.020176
spa,000,0.05,42505.png,stego,-0.02437
chi,000,0.05,42754.png,stego,0.0
rs,000,0.05,42754.png,stego,-0.003151
spa,000,0.05,42754.png,stego,-0.006814
chi,000,0.05,43280.png,stego,1.0
rs,000,0.05,43280.png,stego,0.105105
spa,000,0.05,43280.png,stego,0.117708
chi,000,0.05,43405.png,stego,0.0
rs,000,0.05,43405.png,stego,0.095451
spa,000,0.05,43405.png,stego,0.077712
chi,000,0.05,43934.png,stego,0.0
rs,000,0.05,43934.png,stego,-0.001674
spa,000,0.05,43934.png,stego,0.009017
chi,000,0.05,44588.png,stego,0.999666
rs,000,0.05,44588.png,stego,0.042711
spa,000,0.05,44588.png,stego,0.040233
chi,000,0.05,44598.png,stego,0.0
rs,000,0.05,44598.png,stego,0.021194
spa,000,0.05,44598.png,stego,0.00694
chi,000,0.05,45310.png,stego,0.0
rs,000,0.05,45310.png,stego,-0.011625
spa,000,0.05,45310.png,stego,0.004382
chi,000,0.05,45746.png,stego,0.0
rs,000,0.05,45746.png,stego,-0.033992
spa,000,0.05,45746.png,stego,-0.030669
chi,000,0.05,46026.png,stego,0.0
rs,000,0.05,46026.png,stego,0.263989
spa,000,0.05,46026.png,stego,0.190042
chi,000,0.05,46358.png,stego,0.998073
rs,000,0.05,46358.png,stego,-0.043977
spa,000,0.05,46358.png,stego,-0.049954
chi,000,0.05,46899.png,stego,0.0
rs,000,0.05,46899.png,stego,-0.018337
spa,000,0.05,46899.png,stego,-0.01412
chi,000,0.05,47053.png,stego,0.0
rs,000,0.05,47053.png,stego,-0.012882
spa,000,0.05,47053.png,stego,0.014743
chi,000,0.05,47448.png,stego,0.0
rs,000,0.05,47448.png,stego,0.00721
spa,000,0.05,47448.png,stego,0.004792
chi,000,0.05,47577.png,stego,0.0
rs,000,0.05,47577.png,stego,0.017327
spa,000,0.05,47577.png,stego,0.019611
chi,000,0.05,47740.png,stego,0.0
rs,000,0.05,47740.png,stego,-0.009198
spa,000,0.05,47740.png,stego,0.004035
chi,000,0.05,47796.png,stego,0.0
rs,000,0.05,47796.png,stego,0.003994
spa,000,0.05,47796.png,stego,-0.007535
chi,000,0.05,47820.png,stego,0.923021
rs,000,0.05,47820.png,stego,-0.009112
spa,000,0.05,47820.png,stego,0.060861
chi,000,0.05,48945.png,stego,0.999919
rs,000,0.05,48945.png,stego,0.074545
spa,000,0.05,48945.png,stego,-0.007633
chi,000,0.05,49673.png,stego,0.0
rs,000,0.05,49673.png,stego,0.004218
spa,000,0.05,49673.png,stego,-0.001316
chi,000,0.05,49736.png,stego,0.0
rs,000,0.05,49736.png,stego,0.002708
spa,000,0.05,49736.png,stego,0.027672
chi,000,0.05,50141.png,stego,0.0
rs,000,0.05,50141.png,stego,0.265247
spa,000,0.05,50141.png,stego,0.212089
chi,000,0.05,50489.png,stego,0.0
rs,000,0.05,50489.png,stego,0.144986
spa,000,0.05,50489.png,stego,0.085842
chi,000,0.05,51174.png,stego,0.989271
rs,000,0.05,51174.png,stego,-0.001678
spa,000,0.05,51174.png,stego,0.020594
chi,000,0.05,51857.png,stego,0.042428
rs,000,0.05,51857.png,stego,0.000804
spa,000,0.05,51857.png,stego,-0.012661
chi,000,0.05,51877.png,stego,0.13541
rs,000,0.05,51877.png,stego,-0.015268
spa,000,0.05,51877.png,stego,-0.004604
chi,000,0.05,52228.png,stego,0.0
rs,000,0.05,52228.png,stego,0.055898
spa,000,0.05,52228.png,stego,0.039747
chi,000,0.05,52297.png,stego,0.0
rs,000,0.05,52297.png,stego,0.150566
spa,000,0.05,52297.png,stego,0.111725
chi,000,0.05,52566.png,stego,0.100898
rs,000,0.05,52566.png,stego,0.047178
spa,000,0.05,52566.png,stego,0.019205
chi,000,0.05,52744.png,stego,0.0
rs,000,0.05,52744.png,stego,0.118995
spa,000,0.05,52744.png,stego,0.115411
chi,000,0.05,52773.png,stego,0.0
rs,000,0.05,52773.png,stego,0.397703
spa,000,0.05,52773.png,stego,0.344901
chi,000,0.05,53270.png,stego,0.999977
rs,000,0.05,53270.png,stego,-0.011158
spa,000,0.05,53270.png,stego,-0.003311
chi,000,0.05,53355.png,stego,0.0
rs,000,0.05,53355.png,stego,0.071772
spa,000,0.05,53355.png,stego,0.075949
chi,000,0.05,53529.png,stego,0.0
rs,000,0.05,53529.png,stego,0.040412
spa,000,0.05,53529.png,stego,0.048853
chi,000,0.05,53965.png,stego,0.0
rs,000,0.05,53965.png,stego,-0.011911
spa,000,0.05,53965.png,stego,-0.005454
chi,000,0.05,54041.png,stego,0.0
rs,000,0.05,54041.png,stego,0.088955
spa,000,0.05,54041.png,stego,0.082376
chi,000,0.05,54988.png,stego,0.002207
rs,000,0.05,54988.png,stego,-0.007372
spa,000,0.05,54988.png,stego,-0.017002
chi,000,0.05,55109.png,stego,0.0
rs,000,0.05,55109.png,stego,-0.021467
spa,000,0.05,55109.png,stego,0.006775
chi,000,0.05,55303.png,stego,0.0
rs,000,0.05,55303.png,stego,0.000646
spa,000,0.05,55303.png,stego,-0.006152
chi,000,0.05,55393.png,stego,0.0
rs,000,0.05,55393.png,stego,0.031859
spa,000,0.05,55393.png,stego,-0.000354
chi,000,0.05,55445.png,stego,0.0
rs,000,0.05,55445.png,stego,-0.076045
spa,000,0.05,55445.png,stego,-0.082853
chi,000,0.05,55462.png,stego,0.0
rs,000,0.05,55462.png,stego,-0.005615
spa,000,0.05,55462.png,stego,0.005547
chi,000,0.05,55519.png,stego,0.0
rs,000,0.05,55519.png,stego,-0.063261
spa,000,0.05,55519.png,stego,-0.033104
chi,000,0.05,56058.png,stego,0.957118
rs,000,0.05,56058.png,stego,0.055234
spa,000,0.05,56058.png,stego,0.011432
chi,000,0.05,56156.png,stego,0.0
rs,000,0.05,56156.png,stego,1.384407
spa,000,0.05,56156.png,stego,0.356094
chi,000,0.05,56499.png,stego,0.0
rs,000,0.05,56499.png,stego,0.004157
spa,000,0.05,56499.png,stego,0.005018
chi,000,0.05,56960.png,stego,0.0
rs,000,0.05,56960.png,stego,0.013377
spa,000,0.05,56960.png,stego,0.04124
chi,000,0.05,56986.png,stego,0.965482
rs,000,0.05,56986.png,stego,0.02716
spa,000,0.05,56986.png,stego,-0.017173
chi,000,0.05,57155.png,stego,0.98281
rs,000,0.05,57155.png,stego,-0.005038
spa,000,0.05,57155.png,stego,-0.003746
chi,000,0.05,57913.png,stego,0.0
rs,000,0.05,57913.png,stego,0.029396
spa,000,0.05,57913.png,stego,0.010703
chi,000,0.05,57955.png,stego,0.0
rs,000,0.05,57955.png,stego,0.007638
spa,000,0.05,57955.png,stego,0.011666
chi,000,0.05,58801.png,stego,0.979677
rs,000,0.05,58801.png,stego,-0.017676
spa,000,0.05,58801.png,stego,0.002168
chi,000,0.05,58879.png,stego,0.002801
rs,000,0.05,58879.png,stego,-0.015998
spa,000,0.05,58879.png,stego,-0.008486
chi,000,0.05,59178.png,stego,0.0
rs,000,0.05,59178.png,stego,-0.00265
spa,000,0.05,59178.png,stego,-0.015821
chi,000,0.05,59471.png,stego,0.006869
rs,000,0.05,59471.png,stego,0.014457
spa,000,0.05,59471.png,stego,-0.036456
chi,000,0.05,59639.png,stego,0.0
rs,000,0.05,59639.png,stego,-0.005986
spa,000,0.05,59639.png,stego,0.001167
chi,000,0.05,59930.png,stego,0.11595
rs,000,0.05,59930.png,stego,0.023441
spa,000,0.05,59930.png,stego,-0.007032
chi,000,0.05,60069.png,stego,0.0
rs,000,0.05,60069.png,stego,-0.022075
spa,000,0.05,60069.png,stego,-0.001368
chi,000,0.05,60590.png,stego,0.0
rs,000,0.05,60590.png,stego,0.014642
spa,000,0.05,60590.png,stego,0.029195
chi,000,0.05,60947.png,stego,0.0
rs,000,0.05,60947.png,stego,1.027016
spa,000,0.05,60947.png,stego,0.368996
chi,000,0.05,61349.png,stego,0.0
rs,000,0.05,61349.png,stego,0.184504
spa,000,0.05,61349.png,stego,0.204533
chi,000,0.05,62297.png,stego,0.0
rs,000,0.05,62297.png,stego,0.34931
spa,000,0.05,62297.png,stego,0.317762
chi,000,0.05,63654.png,stego,0.0
rs,000,0.05,63654.png,stego,0.838798
spa,000,0.05,63654.png,stego,0.29712
chi,000,0.05,63700.png,stego,0.999855
rs,000,0.05,63700.png,stego,0.034347
spa,000,0.05,63700.png,stego,0.000841
chi,000,0.05,64687.png,stego,0.976061
rs,000,0.05,64687.png,stego,-0.043387
spa,000,0.05,64687.png,stego,-0.033948
chi,000,0.05,65436.png,stego,0.0
rs,000,0.05,65436.png,stego,0.985544
spa,000,0.05,65436.png,stego,0.398267
chi,000,0.05,66245.png,stego,0.178891
rs,000,0.05,66245.png,stego,0.018474
spa,000,0.05,66245.png,stego,-0.040668
chi,000,0.05,66470.png,stego,0.0
rs,000,0.05,66470.png,stego,-0.02028
spa,000,0.05,66470.png,stego,0.00242
chi,000,0.05,66541.png,stego,0.0
rs,000,0.05,66541.png,stego,0.069892
spa,000,0.05,66541.png,stego,0.068419
chi,000,0.05,66543.png,stego,0.0
