rate,n,roundtrip_fail_frac,mse_global_rgb_mean,mse_global_rgb_std,mse_global_r_mean,mse_global_r_std,mse_global_g_mean,mse_global_g_std,mse_global_b_mean,mse_global_b_std,mse_global_y_mean,mse_global_y_std,mse_region_rgb_mean,mse_region_rgb_std,mse_region_r_mean,mse_region_r_std,mse_region_g_mean,mse_region_g_std,mse_region_b_mean,mse_region_b_std,mse_region_y_mean,mse_region_y_std,psnr_global_rgb_mean,psnr_global_rgb_std,psnr_global_r_mean,psnr_global_r_std,psnr_global_g_mean,psnr_global_g_std,psnr_global_b_mean,psnr_global_b_std,psnr_global_y_mean,psnr_global_y_std,psnr_region_rgb_mean,psnr_region_rgb_std,psnr_region_r_mean,psnr_region_r_std,psnr_region_g_mean,psnr_region_g_std,psnr_region_b_mean,psnr_region_b_std,psnr_region_y_mean,psnr_region_y_std,ssim_global_chan_mean,ssim_global_chan_std,ssim_global_y_mean,ssim_global_y_std,ssim_region_chan_mean,ssim_region_chan_std,ssim_region_y_mean,ssim_region_y_std
0.05,500,0.106,0.02485185750325521,0.0005889753016968981,0.0247584228515625,0.0011813832404664892,0.02489678955078125,0.0004896914869084092,0.024900360107421873,0.00124233543779135,0.01796818659777832,0.0004896935468031582,0.4989863153594771,0.011825700175247525,0.49711029411764707,0.02372032231838598,0.4998884803921569,0.009832236913611982,0.49996017156862743,0.02494414682937926,0.36077300149264707,0.009832278273067332,64.17851937652027,0.10832390652783927,64.2020670235614,0.31758159384114487,64.17022002968717,0.08618570691770377,64.17574008061878,0.2670092726236337,65.58751202996687,0.12607294313106052,51.15122157110151,0.10832390652783978,51.174769218142636,0.317581593841145,51.14292222426842,0.08618570691770351,51.148442275200026,0.26700927262363355,52.56021422454813,0.1260729431310605,0.9999216074344356,7.160171992099365e-05,0.9999600143178424,2.5814521447649885e-05,0.9981596505812238,0.0018648792756397238,0.99917648771906,0.0005480291414196562
0.1,500,0.124,0.0496728006998698,0.0011468738954837153,0.04949072265625,0.00238756921665358,0.04973712158203125,0.0008003017129472733,0.049790557861328126,0.0022720155797970477,0.03590499364324951,0.0009417931081268816,0.4986759599673203,0.011513714401718864,0.4968480392156863,0.023969322331894766,0.49932169117647063,0.008034401510372628,0.49985814950980384,0.022809254448158598,0.360457975398897,0.009454864144332619,61.170867588701704,0.10630653342707076,61.194626250888234,0.3313960755672655,61.164577387007434,0.07158090449130927,61.16514080852409,0.24159475537849331,62.58091948456236,0.12371166811827282,51.15386973992276,0.10630653342707037,51.177628402109285,0.33139607556726575,51.14757953822849,0.07158090449130937,51.14814295974514,0.2415947553784934,52.56392163578342,0.12371166811827264,0.9998312445065551,0.0001524997981155763,0.9999192060387632,5.3101604785203246e-05,0.9981973008465056,0.0017102500698351502,0.9991862377133587,0.000541261198672726
0.25,500,0.166,0.12418419392903646,0.0029494909502459843,0.12365188598632812,0.006772305850197056,0.12428939819335938,0.001761297711420494,0.12461129760742187,0.004990829772945477,0.08973893676397705,0.0024485801140975687,0.4986847630718954,0.011844230325693683,0.49654718137254905,0.027195455649418766,0.4991072303921569,0.007072819045076808,0.5003998774509804,0.020041606617632036,0.3603634166522059,0.009832729556219255,57.19150643590933,0.1120221059853335,57.22322565367521,0.4444104397658597,57.18693081919839,0.06493812678902124,57.17937309304562,0.19946671335738725,58.60289944730694,0.13422242627263223,51.15390867385076,0.11202210598533362,51.18562789161663,0.44441043976585926,51.14933305713981,0.06493812678902137,51.141775330987045,0.19946671335738717,52.56530168524837,0.13422242627263256,0.9995702698836364,0.00038263595840532194,0.9998021576061995,0.00013076997823948723,0.9982578901586733,0.0015743522697643072,0.9992159312607559,0.0005215165505355393
0.5,500,0.21,0.24841502888997394,0.005703156611412657,0.24721270751953126,0.014752882867553094,0.24874807739257812,0.002835348582234991,0.2492843017578125,0.008795497535742087,0.17953102722775272,0.0049014977814106995,0.4987784109477124,0.011451043862914826,0.4963643382352941,0.0296214746203419,0.49944712009803915,0.00569293519256594,0.5005237745098039,0.017659979365882154,0.3604701409435662,0.009841438682675601,54.18032114604759,0.10955446743220848,54.22185811885915,0.5823445008312911,54.17350945956555,0.05227292589433971,54.16685302909623,0.1664310026230234,55.591390332996454,0.13822610264426774,51.15302334062883,0.10955446743220841,51.1945603134404,0.5823445008312911,51.146211654146796,0.05227292589433994,51.13955522367747,0.16643100262302363,52.5640925275777,0.13822610264426755,0.999151718644616,0.0007905066795682315,0.999616181146122,0.00025316121085818227,0.9983138640759465,0.00158103755618378,0.9992455166453996,0.0004996586933812573
1.0,500,0.256,0.4967621561686198,0.011662610465291526,0.4937548828125,0.03167478306185797,0.4975039672851562,0.0052521650892917715,0.49902761840820314,0.016261758874915388,0.35893847214184577,0.010203169701399215,0.49871024305555556,0.011708346192606394,0.4956911764705882,0.03179899789739467,0.4994549632352941,0.005272761815132132,0.5009845894607843,0.016325530478346426,0.3603460739933823,0.010243182131600782,51.17069469146051,0.11331737145810479,51.22567465777917,0.72618520325418,51.16310296983,0.049079766135048976,51.15195258149581,0.14629752976839103,52.582786033608365,0.14559691486112925,51.153696842681576,0.1133173714581047,51.20867680900023,0.72618520325418,51.14610512105105,0.04907976613504908,51.134954732716864,0.1462975297683911,52.56578818482942,0.14559691486112897,0.9983184156313047,0.0016849555070430912,0.9992606179001364,0.00048007326259796504,0.9983184156313047,0.0016849555070430912,0.9992606179001364,0.00048007326259796504
